custom_id,choice_index,message_content,inclusionChatGPTClean,response.body.model
591,2,"This paper should be included because it uses a questionnaire survey as the primary method to study public awareness and perceptions of smog (air pollution) in rural China. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
591,3,"This paper should be included because it uses a questionnaire survey as the primary method to study public awareness and perceptions of smog (air pollution) in rural China.

output_json
{
  ""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
591,4,"Include — this primary questionnaire-based study directly assesses public awareness and perceptions of smog (air pollution) in rural China, meeting the survey and air pollution focus criteria.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
564,0,"This paper should be excluded because it analyzes Weibo microblog content with co-word/topic-network methods rather than using survey data as a primary research method. 
output_json
{
  ""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
564,1,"Excluded — the study analyzes Weibo social media posts using co-word/topic analysis rather than survey data (questionnaires/interviews) as the primary research method.

output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
564,2,"Excluded because the study analyzes Weibo social media posts using co-word network and topic mining rather than using survey data as the primary research method.

output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
564,3,"The study analyzes Weibo microblog posts using co-word network and topic mining rather than employing survey data as a primary research method, so it is excluded.

output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
564,4,"Exclude — the study analyzes Weibo social media posts with co-word/topic network methods rather than using survey-based data as the primary research method. 
output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
566,0,"Excluded — this is a literature survey on deep learning image restoration for vision enhancement in adverse weather (rain, snow, haze) and does not use survey data nor focus on air pollution/air quality as the primary variable.

output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
566,1,"Excluded because this is a methodological survey of deep learning image-restoration techniques for vision augmentation (deraining/desnowing/dehazing) and does not use survey data nor focus on air pollution/air quality as a primary variable.

output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
566,2,"Excluded — this paper is a technical survey of deep-learning image restoration methods (deraining, desnowing, dehazing) for vision augmentation and does not use survey data nor study air pollution/air quality as a primary variable.

output_json
{
  ""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
566,3,"This paper is excluded because it is a technical survey of deep-learning image restoration for visual enhancement under weather conditions (rain, snow, haze) and does not use survey data nor focus on air pollution/air quality as the primary variable.

output_json
{
  ""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
566,4,"The paper is excluded because it is a technical survey of deep learning image-restoration methods for visibility under weather conditions and does not use survey data nor focus on air pollution/air quality as a primary research variable. 
output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
549,0,"Include — cross-sectional observational study based on a self-administered survey of physicians specifically assessing knowledge, attitudes, and practices about air pollution in Lebanon.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
549,1,"This study should be included because it is a cross-sectional survey assessing physicians' knowledge, attitudes, and practices specifically about air pollution. 
output_json
{
  ""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
549,2,"This cross-sectional survey assesses physicians' knowledge, attitudes, and practices specifically about air pollution using questionnaire data, so it meets the inclusion criteria.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
549,3,"Include — this primary cross-sectional survey assesses Lebanese physicians' knowledge, attitudes, and practices specifically about air pollution using self-administered questionnaires, meeting all inclusion criteria.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
549,4,"Include — it's a cross-sectional survey study assessing physicians' knowledge, attitudes, and practices specifically about air pollution in Lebanon.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
388,0,"Include — randomized controlled trial that uses survey questionnaires to measure air-pollution-related preventive behaviors and psychosocial determinants among pregnant women, so it uses survey data and focuses on air pollution.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
388,1,"Include — randomized controlled trial that uses survey/questionnaire data on air pollution preventive behaviors/exposure among pregnant women, with air pollution as the study focus.

output_json
{
  ""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
388,2,"This randomized controlled trial uses survey questionnaires to measure air pollution–related preventive behaviors and psychosocial determinants among pregnant women, directly addressing air pollution exposure — include. 
output_json
{
  ""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
388,3,"This study should be included because it uses survey-based measures within a randomized trial to evaluate air pollution exposure–related behaviors (preventive practices) among pregnant women. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
388,4,"This study should be included because it uses survey instruments in a randomized controlled trial to measure air pollution preventive behaviors and psychosocial determinants related to air pollution exposure in pregnant women.

output_json
{
  ""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
136,0,"This study should be included — it uses questionnaire survey data to examine PM2.5 exposure, public risk perception, and acceptable pollution levels in Chinese cities (outdoor air pollution focused).

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
136,1,"Include — the paper uses questionnaire survey data in three Chinese cities to assess individual exposure, perceptions, and acceptable levels of outdoor PM2.5, directly addressing air pollution.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
136,2,"Include — this study uses questionnaire survey data to examine public exposure, perception, and acceptable levels of PM2.5 (air pollution) in multiple Chinese cities.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
136,3,"Include — the study uses questionnaire survey data in three Chinese cities to assess exposure, perceptions, and acceptable levels of PM2.5, directly addressing outdoor air pollution.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
136,4,"Include — the study uses questionnaire survey data in three Chinese cities to examine PM2.5 exposure, public risk perception, and acceptable pollution levels, meeting the survey and air-pollution focus criteria.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
638,0,"This paper should be included because it reanalyzes survey data examining the relationship between sulfur oxide air pollution (explanatory variable) and asthma prevalence in schoolchildren. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
638,1,"The paper should be included because it reanalyzes survey data linking schoolchildren's bronchial asthma prevalence to sulfur oxide air pollution, with air pollution as the explanatory variable. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
638,2,"This paper should be included because it reanalyzes survey data on bronchial asthma prevalence in schoolchildren with respect to sulfur oxide air pollution levels, meeting the requirement of survey-based research focusing on air pollution as an explanatory variable.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
638,3,"This paper should be included because it reanalyzes 1972 survey data examining the relationship between sulfur-oxide air pollution (SO2) and bronchial asthma prevalence in schoolchildren. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
638,4,"Include — the paper reanalyzes 1972 survey data linking schoolchildren's asthma prevalence to sulfur oxide (SO2) air pollution levels, so it uses survey data and focuses on air pollution as an explanatory variable.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
132,0,"This study should be included because it analyzes nationally representative survey data on access to air pollution information and related exposure-reducing behaviors, directly addressing air pollution-related outcomes. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
132,1,"This study should be included because it analyzes nationally representative survey data on access to air pollution information and the relationship between that access and uptake of exposure-reducing behaviors.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
132,2,"This paper should be included because it is a cross-sectional survey study examining access to air pollution information and uptake of exposure-reducing behaviors in a nationally representative UK sample. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
132,3,"This paper should be included because it analyzes nationally representative survey data on air pollution information access and behavior uptake, directly addressing air pollution-related outcomes. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
132,4,"Include — this is a cross-sectional survey study (n=1,993) examining access to air pollution information and uptake of exposure-reducing behaviors in the UK.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
609,0,"This study should be included because it is a community-based cross-sectional survey using semi-structured questionnaires that assesses determinants of indoor air pollution and its perceived health impacts. 
output_json
{
  ""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
609,1,"This community-based cross-sectional survey used semi-structured questionnaires to assess determinants and perceived health impacts of indoor air pollution, so it meets the inclusion criteria.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
609,2,"Include — community-based cross-sectional survey collecting household-level data on determinants and perceived health impacts of indoor air pollution in an urban area.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
609,3,"Included — community-based cross-sectional survey assessing determinants and perceived health impacts of indoor air pollution among urban households.

output_json
{
  ""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
609,4,"This is a community-based cross-sectional survey that collects household-level survey data on indoor air pollution determinants and perceived pollution-related health outcomes, so it meets the inclusion criteria.

output_json
{
  ""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
187,0,"Excluded — the paper develops a decision-support system using expert opinions and MCDM methods to prioritize air pollution control technologies and does not use survey data about air pollution/air quality as a primary research method nor measure pollution outcomes via surveys.

output_json
{
  ""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
187,1,"Excluded — the paper presents a decision-support methodology using expert judgment and multi-criteria analysis for selecting air pollution control technologies, not a survey-based study of air pollution or air quality. 
output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
187,2,"This paper should be excluded because it is a decision-support/multi-criteria study using expert judgments and technical prioritization methods rather than survey data on air pollution or air quality outcomes/perceptions. 
output_json
{
  ""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
187,3,"This paper is excluded because it is a methodological decision-support study using expert judgment and multi-criteria optimization to prioritize pollution-control technologies, not a survey-based study of air pollution/air quality data or perceptions. 
output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
187,4,"The paper is excluded — it is a methodological decision-support/MCDM study using expert judgments to prioritize air pollution control technologies, not a survey-based study of air pollution or air quality.

output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
323,0,"Include — this mixed-method field study measures indoor air pollutant concentrations and uses a concurrent questionnaire on sick building syndrome, meeting the survey-data and air-pollution focus criteria.
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
323,1,"This paper should be included because it combines measured indoor air pollutant concentrations with a concurrent questionnaire on sick building syndrome, meeting the requirement to use survey data and focus on air pollution. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
323,2,"This study combines pollutant measurements with a concurrent questionnaire survey of occupants about sick building syndrome, and focuses on indoor air pollution/air quality, so it meets the inclusion criteria.

output_json
{
  ""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
323,3,"Include — mixed-method field study that measures indoor air pollutant concentrations and uses a questionnaire survey on sick building syndrome, meeting the requirement for survey data and an explicit focus on air pollution.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
323,4,"Include — this field study measures indoor air pollutant concentrations and uses a concurrent questionnaire survey on sick building syndrome, meeting the criteria of survey data focused on air pollution/air quality.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
639,0,"The paper should be included because it focuses on PM2.5 air pollution and explicitly uses questionnaires (survey data) among its sources of knowledge alongside monitoring data.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
639,1,"Excluded — the paper describes a knowledge-based DSS using monitoring data and expert knowledge (questionnaires are only a minor information source), so it does not use survey data as a primary research method.

output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
639,2,"Excluded — the paper describes a knowledge-based DSS using monitoring data, literature and expert knowledge (questionnaires are only one of many knowledge sources) and does not appear to use survey data as a primary research method.

output_json
{
  ""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
639,3,"The paper should be excluded because it describes a knowledge-based decision support system using air monitoring data and expert/secondary sources rather than a research study that primarily uses survey data related to air pollution.

output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
639,4,"The paper is excluded because it describes a knowledge-based DSS using monitoring data and expert-derived rules (with only incidental mention of questionnaires) rather than a research study primarily based on survey data about air pollution.

output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
261,0,"Include — the paper reports results from a questionnaire survey of local government officers and examines Local Air Quality Management integration in transport planning, so it uses survey data and focuses on air quality.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
261,1,"Include — the study uses a questionnaire survey of local government officers and document analysis to examine Local Air Quality Management (air pollution) integration within transport planning.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
261,2,"This study should be included because it uses questionnaire survey data of local government officers and explicitly examines Local Air Quality Management (air pollution policy) integration within transport planning.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
261,3,"Include — the study uses a questionnaire survey of local government officers (plus document content analysis) to examine integration of Local Air Quality Management (outdoor air pollution policy) within transport planning.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
261,4,"The paper includes questionnaire survey data of local government officers about integrating Local Air Quality Management (air pollution policy) with transport planning, so it meets the survey and air quality focus criteria. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
487,0,"Include — the mixed-methods study explicitly uses online surveys and other primary data and focuses on radon as an indoor air pollutant and its mitigation.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
487,1,"This study should be included because it uses online survey data as part of a mixed-methods approach and directly investigates indoor air pollution (radon) and related perceptions and mitigation barriers/facilitators.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
487,2,"Include — mixed-methods study of indoor air pollution (radon) that includes online surveys as part of primary data collection and examines barriers and facilitators to mitigation.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
487,3,"This study should be included because it examines indoor air pollution (radon) and uses online survey data alongside qualitative methods to investigate perceptions and barriers to mitigation.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
487,4,"This mixed-methods study focuses on an indoor air pollutant (radon) and explicitly reports using online surveys among stakeholders to assess barriers and facilitators to mitigation, so it meets the inclusion criteria. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
66,0,"The paper should be included because it reports an experimental study that uses pre- and post-survey data to measure children's perceptions of air pollution as the primary outcome after interacting with a serious game.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
66,1,"Include — the study uses pre- and post-surveys measuring children's air pollution perception around a serious-game intervention that targets indoor and outdoor pollution, so it meets all criteria.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
66,2,"This study should be included because it uses pre- and post-play surveys to measure children's perceptions of air pollution as the primary outcome of a game-based intervention.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
66,3,"Include — experimental study using pre- and post-surveys to measure children's air pollution perception after playing a serious game.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
66,4,"This paper should be included — it reports an experimental study using pre- and post-surveys (and SUS) to measure children's air pollution perceptions after playing a serious game.

output_json
{
  ""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
640,0,"Include — this is a questionnaire-based survey of students and teachers about perceptions and attitudes toward air pollution in Mexico City.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
640,1,"This is a survey-based research assessing pupils' and teachers' perceptions and responses specifically about air pollution, so it meets the criteria for inclusion.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
640,2,"The paper should be included because it reports survey data on perceptions and attitudes specifically about air pollution among pupils and teachers. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
640,3,"This study should be included because it uses questionnaire survey data to examine perceptions, attitudes, and responses specifically about air pollution among students and teachers. 
output_json
{""inclusion"": [""included""]}",included,gpt-5-mini-2025-08-07
640,4,"This paper should be included because it reports survey data on students' and teachers' perceptions and attitudes specifically about air pollution in Mexico City. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
641,0,"This paper is a literature review of studies on public perception of air pollution and does not present original survey data as a primary research method, so it should be excluded.

output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
641,1,"This paper is a literature review of studies on public perception of air pollution and does not itself report survey data or primary survey research, so it should be excluded.

output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
641,2,"This paper should be excluded because it is a literature review of studies on public perception rather than an original empirical study that uses survey data as a primary method.

output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
641,3,"This is a literature review of studies on public perception of air pollution rather than an empirical research study that collects survey data as a primary method, so it should be excluded. 
output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
641,4,"Exclude — this paper is a literature review/synthesis of studies on public perception of air pollution rather than an original empirical study using survey data as a primary research method.
output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
315,0,"This study should be included because it uses a cross-sectional survey to directly investigate PM2.5 (air pollution) knowledge, attitudes, and preventive behavioral intentions among the elderly.  
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
315,1,"This study should be included because it is a cross-sectional survey that directly examines PM2.5 (air pollution) knowledge, attitudes, and preventive behavioral intentions among community-dwelling elderly.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
315,2,"Include — this cross-sectional survey directly studies PM2.5 (air pollution) knowledge, attitudes, and preventive behavioral intentions among elderly, meeting the survey and air pollution focus criteria.

output_json
{
  ""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
315,3,"This paper should be included because it is a cross-sectional survey study directly examining PM2.5 (air pollution) knowledge, attitudes, and preventive behavioral intentions among community-dwelling elderly.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
315,4,"This is included — a cross-sectional survey of elderly participants explicitly about PM2.5 knowledge, attitudes, and preventive behavioral intentions, meeting the survey and air-pollution focus criteria.

output_json
{
  ""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
426,0,"This study uses a survey as a primary method to assess stakeholders' perceptions and needs about decision-support tools for air pollution (and climate) mitigation, directly addressing air pollution policy/management questions, so it meets the inclusion criteria.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
426,1,"Include — the paper reports a primary stakeholder survey about decision-support tools for air pollution and climate-change mitigation, directly addressing air quality mitigation and stakeholders' awareness of pollution–climate linkages.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
426,2,"This paper should be included because it uses survey data as a primary method to assess needs and perceptions related to air pollution (and linked climate mitigation) decision-support tools, directly addressing air pollution topics. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
426,3,"Included — the study uses survey data to assess stakeholders' awareness and perceived need for decision-support tools focused on air pollution (and its links with climate change) at the city scale.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
426,4,"Include — the paper reports survey data collected from practitioners about decision-support tools for air pollution (combined with climate change), using the survey as a primary method and focusing on air pollution-related policy needs.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
642,0,"This study should be included because it uses survey data to examine young people's knowledge and perceptions specifically about air pollution and anti-smog policies, analyzed with statistical methods.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
642,1,"This study uses primary survey data on young people's knowledge and perceptions specifically about air pollution and anti-smog measures, so it meets the inclusion criteria. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
642,2,"This study should be included — it is a primary survey-based research on young people's knowledge and perceptions specifically about air pollution and anti-smog measures, analyzed with statistical methods.  
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
642,3,"Include — survey study of young people's knowledge and perceptions about air pollution and anti-smog measures, using statistical analysis.

output_json
{
  ""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
642,4,"The paper should be included because it uses primary survey data to assess young people's knowledge and perceptions specifically about air pollution and anti-smog policies.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
420,0,"Included — this cross-sectional survey specifically assesses knowledge, perceptions, and self-prevention behaviors related to air pollution among traffic policemen in Bangkok.  
output_json
{
  ""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
420,1,"Includes survey-based assessment of knowledge, perceptions, and self-prevention related to outdoor air pollution among traffic policemen, so it meets the survey and air pollution focus criteria.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
420,2,"This is included because it is a cross-sectional survey study of traffic policemen assessing knowledge, perceptions, and self-prevention behaviors specifically related to air pollution. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
420,3,"Include — cross-sectional survey using self-administered questionnaires assessing knowledge, perceptions and self-prevention behaviors related to air pollution among traffic policemen in Bangkok.

output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
420,4,"This is included because it is a cross-sectional survey study focused on knowledge, perceptions, and self-prevention behaviors related to outdoor air pollution among traffic policemen. 
output_json
{
  ""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
341,0,"Include — a survey-based research study examining acculturation and ethnicity associations with perceptions, knowledge, and behaviors specifically about air pollution. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
341,1,"This is included — a survey-based research study focusing on attitudes, knowledge, perceptions, and behaviors specifically about air pollution and its management. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
341,2,"This study should be included because it uses survey data to examine perceptions, knowledge, and behaviors specifically related to air pollution. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
341,3,"This paper should be included because it uses survey data to examine attitudes, knowledge, and self-reported behaviors specifically related to air pollution and its management. 
output_json
{
""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
341,4,"Include — this survey-based study directly examines residents' perceptions, knowledge, and behaviors regarding air pollution and its management.

output_json
{
  ""inclusion"": [""included""]
}",included,gpt-5-mini-2025-08-07
180,0,"The study uses survey data but focuses on solar panel adoption, costs, and energy bill savings rather than air pollution or air quality outcomes/perceptions, so it does not meet the air pollution-focused criterion and should be excluded.

output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
180,1,"The study should be excluded because, although it uses survey data and mentions air quality and GHGs, its primary outcomes are solar panel purchase price and household energy bill savings rather than air pollution or air quality measures or perceptions.

output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
180,2,"The study should be excluded because, although it uses survey data on solar panel adoption and attitudes toward renewables, it does not measure air pollution or air quality outcomes nor survey pollution-focused perceptions as a primary focus.

output_json
{
""inclusion"": [""excluded""]
}",excluded,gpt-5-mini-2025-08-07
