custom_id,choice_index,message_content,inclusionChatGPTClean,response.body.model
7,4,"This study uses primary survey data to assess Lebanese physicians’ knowledge and attitudes specifically about air pollution, directly meeting all inclusion criteria.

output_json
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
8,0,"This randomized controlled trial uses a validated questionnaire to assess air pollution preventive behaviors among pregnant women, meeting the requirement for survey data on air pollution-related outcomes.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
8,1,"This study uses survey-based measures to evaluate an air pollution exposure prevention intervention, thus meeting inclusion criteria.  
output_json  
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
8,2,"This study uses survey-based questionnaires to assess air pollution preventive behaviors and focuses on reducing pregnant women’s exposure, so it meets all inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
8,3,"This RCT uses survey-based questionnaires to measure pregnant women’s behaviors and psychosocial determinants regarding air pollution prevention, thus meeting inclusion criteria.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
8,4,"This RCT uses survey questionnaires to assess and change air pollution preventive behaviors, so it meets the inclusion criteria.

output_json
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
9,0,"This study uses questionnaire survey data to examine perceptions and acceptable levels of PM2.5, focusing directly on outdoor air pollution in China, thus meeting all inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
9,1,"This paper uses primary survey data on public perceptions and acceptable levels of PM2.5 in Chinese cities, focusing on air pollution outcomes.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
9,2,"This study uses questionnaire surveys to assess public perceptions and acceptable levels of PM2.5, directly focusing on air pollution exposure and risk, so it meets all inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
9,3,"This paper uses questionnaire surveys to assess public perceptions and acceptable levels of PM2.5, directly addressing air pollution, so it meets all inclusion criteria.

output_json
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
9,4,"This study uses questionnaire surveys to assess public risk perceptions and acceptable levels of PM2.5, directly focusing on outdoor air pollution, so it meets all inclusion criteria.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
10,0,"This paper reanalyzes survey data on schoolchildren’s asthma prevalence in relation to SO₂ air pollution, meeting all inclusion criteria.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
10,1,"This paper reinvestigates survey data on sulfur oxide air pollution’s relationship with asthma prevalence, directly meeting the criteria.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
10,2,"This is a reanalysis of survey data linking schoolchildren’s asthma prevalence to SO₂ air pollution levels, so it meets the inclusion criteria.  
output_json  
{""inclusion"":""included""}",included,o4-mini-2025-04-16
10,3,"This paper reanalyzes survey data on sulfur oxide air pollution and bronchial asthma prevalence among schoolchildren, directly meeting the criteria for using survey data with air pollution as an explanatory variable.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
10,4,"This paper reinvestigates survey data on asthma prevalence in schoolchildren in relation to sulfur oxide air pollution, directly meeting the survey-based air pollution research criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
11,0,"This study uses nationally representative survey data to examine access to and engagement with air pollution information and related exposure-reducing behaviors, directly focusing on air pollution as its subject.  

output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
11,1,"The paper employs a national cross-sectional survey of UK adults to analyze access to air pollution information and related exposure-reducing behaviors, directly meeting all criteria.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
11,2,"This study uses a nationally representative survey of air pollution information access and behavior uptake, directly addressing air pollution as a primary focus.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
11,3,"This study uses a nationally representative survey to examine digital access to air pollution information and its relation to exposure-reducing behaviors, thus meeting all inclusion criteria.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
11,4,"This paper uses a nationally representative survey to analyze digital access to air pollution information and related exposure-reducing behaviors, directly focusing on air pollution.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
12,0,"This cross-sectional community survey uses primary survey data to assess determinants and perceived health impacts of indoor air pollution, so it meets all inclusion criteria.

output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
12,1,"This is a cross-sectional survey study examining determinants and health impacts of indoor air pollution, so it meets all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
12,2,"This paper uses primary survey data to study determinants of indoor air pollution and its perceived health impacts, meeting all inclusion criteria.

output_json
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
12,3,"This cross-sectional household survey directly uses survey data to assess determinants and perceived health impacts of indoor air pollution, meeting inclusion criteria.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
12,4,"This study uses a primary survey to assess determinants and health perceptions of indoor air pollution, so it meets all inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
13,0,"This paper is excluded because it does not use survey data as a primary research method but instead applies a decision support/optimization framework.  
output_json  
{  
  ""inclusion"": [""excluded""]  
}",excluded,o4-mini-2025-04-16
13,1,"This paper is excluded because it does not use any survey data, instead focusing on a decision support system for technology prioritization.  
output_json  
{ ""inclusion"": [""excluded""] }",excluded,o4-mini-2025-04-16
13,2,"Excluded because it employs a decision support system using expert judgments and multi-criteria optimization rather than survey data on air pollution as a primary method.  
output_json  
{ ""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
13,3,"The paper does not use survey data as a primary research method and instead focuses on a decision support system for prioritizing air pollution control technologies.  
output_json  
{ ""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
13,4,"This paper should be excluded because it does not use survey data on air pollution but rather develops a decision‐support methodology for technology prioritization.  
output_json  
{ ""inclusion"": [""excluded""] }",excluded,o4-mini-2025-04-16
14,0,"This study includes a questionnaire survey on occupant perceptions alongside measurements of indoor air pollutants, focusing on air pollution as a primary outcome.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
14,1,"This paper includes measured indoor air pollutant levels and uses a concurrent questionnaire survey on sick building syndrome symptoms, directly addressing air pollution and perceptions, so it meets all criteria for inclusion.

output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
14,2,"Included because it combines pollutant measurements with a questionnaire survey on occupants’ perceptions and symptoms related to indoor air pollution.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
14,3,"This paper includes primary survey data on sick building syndrome alongside measurements of indoor air pollutants, focusing on air pollution as a primary outcome.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
14,4,"This paper should be included because it combines sensor-based measurements of indoor air pollutants with a concurrent questionnaire survey on occupants’ sick building syndrome symptoms, focusing on air pollution and perceptions related to IAQ.

output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
15,0,"This paper should be excluded because it does not use survey data as a primary research method but rather focuses on a knowledge‐based decision support system using monitoring data and expert rules.

output_json
{ ""inclusion"": [""excluded""] }",excluded,o4-mini-2025-04-16
15,1,"This paper relies on modeling and monitoring data without employing survey data as a primary research method.  
output_json  
{  ""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
15,2,"Excluded: the study uses knowledge-based methods and monitoring data without any survey data related to air pollution.  
output_json  
{""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
15,3,"This paper is excluded because it does not use survey data as a primary research method but instead relies on knowledge-based rules and environmental monitoring data.  
output_json  
{ ""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
15,4,"This paper is excluded because it does not use survey data as a primary research method but rather relies on a knowledge-based decision support system.  
output_json  
{  ""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
16,0,"This paper uses survey data but examines policy integration processes rather than focusing on air pollution outcomes or explanatory variables related to pollution, so it does not meet the criteria.  
output_json  
{ ""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
16,1,"The paper is excluded because, although it uses a questionnaire survey, it focuses on policy integration processes rather than air pollution outcomes or explanatory variables.  
output_json  
{ ""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
16,2,"This paper is excluded because it uses a survey of policy integration rather than measuring air pollution or air quality as a primary outcome or explanatory variable.

output_json
{""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
16,3,"This study uses a questionnaire survey of local government officers on Local Air Quality Management, meeting the criteria for survey-based research on air quality policy.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
16,4,"The study’s questionnaire survey focuses on policy integration among officers rather than collecting air pollution or air quality data or perceptions, so it is excluded.

output_json
{  ""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
17,0,"This study uses online surveys to investigate facilitators and barriers to indoor air pollution mitigation (radon), meeting the criteria for inclusion.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
17,1,"This study includes online survey data on radon, an indoor air pollutant, meeting the requirement for survey methodology and focus on air pollution.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
17,2,"This study uses online surveys and mixed methods to examine perceptions around indoor radon pollution and mitigation, meeting the inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
17,3,"This study employs online surveys to assess perceptions and barriers related to indoor radon air pollution mitigation, meeting the criteria for survey-based air pollutant research.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
17,4,"This study uses survey data to examine perceptions of barriers and facilitators to indoor radon pollution mitigation, directly addressing an air pollutant issue.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
18,0,"The paper should be included because it incorporates pre- and post-surveys on children’s air pollution perception as a primary research method focused on air pollution outcomes.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
18,1,"This study employs pre- and post-surveys to assess children’s air pollution perception, directly targeting air pollution as the primary outcome.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
18,2,"This paper is included because it uses pre- and post-surveys to assess children’s air pollution perceptions in relation to a serious game intervention.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
18,3,"This study uses pre‐ and post‐surveys of children’s air pollution perception as a primary research method within an experimental context focusing on pollution education.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
18,4,"The paper uses pre‐ and post‐play surveys to assess children’s air pollution perception, thus meeting the survey‐based methodology and air pollution focus criteria.  
output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
19,0,"This study uses questionnaire survey data to assess perceptions of outdoor and indoor air pollution among students and teachers, meeting all inclusion criteria.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
19,1,"This study uses a survey of students and teachers to assess perceptions and attitudes about air pollution as its primary focus.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
19,2,"This study uses primary survey data to investigate perceptions and attitudes toward outdoor and indoor air pollution among pupils and teachers, meeting all inclusion criteria.

output_json
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
19,3,"The study uses primary survey data to assess perceptions of air pollution among students and teachers, thus meeting all inclusion criteria.

output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
19,4,"This study uses survey data on perceptions of air pollution as its primary method and focuses directly on air pollution issues among students and teachers.

output_json
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
20,0,"Excluded because it is a literature review of public perceptions rather than an empirical study using survey data.  
output_json  
{ ""inclusion"": [""excluded""] }",excluded,o4-mini-2025-04-16
20,1,"This paper is a theoretical and methodological review of existing literature on public perception of air pollution without presenting original survey data.  
output_json  
{""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
20,2,"This is a literature review of public perceptions rather than an empirical study using survey data as a primary method, so it is excluded.  
output_json  
{ ""inclusion"": [""excluded""] }",excluded,o4-mini-2025-04-16
20,3,"This is a literature review without original survey data collection, so it does not meet the criteria of using survey methods.  
output_json  
{  
  ""inclusion"": [""excluded""]  
}",excluded,o4-mini-2025-04-16
20,4,"This paper is a literature review and does not present primary survey data as its research method, so it is excluded from our study.

output_json
{""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
21,0,"This study uses a cross-sectional survey to examine PM2.5 knowledge, attitudes, and behavioral intentions among the elderly, directly focusing on outdoor air pollution.  
output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
21,1,"This study uses a primary cross-sectional survey to assess elderly knowledge, attitudes, and behavioral intentions regarding PM2.5 air pollution prevention, thus meeting all inclusion criteria.

output_json
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
21,2,"This study uses a cross-sectional survey to examine PM2.5 knowledge, attitudes, and behavioral intentions among the elderly, directly focusing on air pollution aspects.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
21,3,"This study uses a cross-sectional survey to assess PM2.5–related knowledge, attitudes, and behavioral intentions among the elderly, directly addressing air pollution–focused survey data.  
output_json  
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
21,4,"The study is a cross-sectional survey of PM2.5 knowledge, attitudes, and behavioral intentions among the elderly, directly focusing on air pollution.  
output_json  
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
22,0,"This study uses primary survey data to assess perceptions and needs related to air pollution mitigation tools, satisfying all inclusion criteria.  
output_json  
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
22,1,"This paper uses survey data on the need for decision-support tools focused on air pollution and climate mitigation at the city scale, meeting all criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
22,2,"The paper surveys decision-support tool needs and awareness of pollution–climate linkages rather than measuring or modeling air pollution outcomes or perceptions directly, so it does not meet the focus criteria.  
output_json  
{  
  ""inclusion"": [""excluded""]  
}",excluded,o4-mini-2025-04-16
22,3,"This paper uses a survey to assess stakeholders’ needs and perceptions regarding tools for air pollution mitigation (and climate change), meeting our criteria for inclusion.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
22,4,"This paper should be included because it uses a primary survey to assess stakeholders’ perceptions and awareness related specifically to air pollution mitigation and decision‐support tools.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
23,0,"This paper uses survey data on young people’s awareness and opinions specifically about air pollution and anti-smog measures, so it meets all inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
23,1,"This study uses a survey of young people’s knowledge and perceptions specifically about air pollution and analyzes the data statistically, so it meets all inclusion criteria.

output_json
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
23,2,"This study surveys young people’s knowledge and awareness of outdoor air pollution and uses statistical analysis of survey data, so it meets all inclusion criteria.

output_json
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
23,3,"This study employs survey data to analyze young people’s knowledge and perceptions of air pollution as the primary research method.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
23,4,"This study uses primary survey data on young people’s knowledge and perceptions specifically about air pollution and anti-smog measures, meeting all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
24,0,"This paper surveys traffic policemen on their knowledge, perceptions, and prevention behaviors related to outdoor air pollution health effects, meeting all inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
24,1,"This cross-sectional survey of traffic policemen’s knowledge, perceptions, and prevention behaviors regarding air pollution meets all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
24,2,"This study uses survey data to assess knowledge, perceptions, and prevention behaviors specifically related to air pollution among traffic policemen, so it meets all inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
24,3,"This paper should be included because it employs a cross-sectional survey to assess knowledge, perceptions, and preventative behaviors specifically related to air pollution among traffic policemen.  
output_json  
{  
  ""inclusion"": [""included""]  
}",included,o4-mini-2025-04-16
24,4,"This paper should be included because it is a survey-based study examining knowledge, perceptions, and prevention behaviors related to air pollution among traffic policemen.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
25,0,"This study surveys residents about their attitudes, knowledge, and behaviors concerning air pollution, thus meeting all inclusion criteria.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
25,1,"This paper should be included because it employs survey data to examine attitudes, knowledge, and behaviors concerning air pollution as primary outcome variables.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
25,2,"This paper uses survey data to examine perceptions, knowledge, and behaviors related to outdoor air pollution, meeting all inclusion criteria.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
25,3,"This study employs a multivariate survey of residents’ perceptions, knowledge, and behaviors regarding outdoor air pollution, meeting all inclusion criteria.

output_json
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
25,4,"This paper uses survey data to examine perceptions and knowledge of air pollution, meeting all inclusion criteria.

output_json
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
26,0,"This paper should be excluded because it surveys solar panel investment and energy savings without measuring or focusing on air pollution or air quality outcomes.  
output_json  
{  
  ""inclusion"": [""excluded""]  
}",excluded,o4-mini-2025-04-16
26,1,"This study surveys rural households on solar panel costs and energy savings, but does not collect or analyze data on air pollution or air quality outcomes.  
output_json  
{  
  ""inclusion"": [""excluded""]  
}",excluded,o4-mini-2025-04-16
26,2,"This paper is excluded because it uses survey data on solar panel investment and energy savings without measuring or focusing on air pollution or air quality outcomes.  
output_json  
{  ""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
26,3,"This study uses survey data but does not analyze air pollution or air quality as a primary outcome or explanatory variable, instead focusing on solar panel adoption and energy bill savings.  
output_json  
{ ""inclusion"": [""excluded""] }",excluded,o4-mini-2025-04-16
26,4,"This study examines solar panel adoption and energy bill savings rather than air pollution outcomes or perceptions of pollution, so it does not meet the focus on air quality or pollution as a primary variable.  
output_json  
{ ""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
27,0,"This study uses survey data to examine perceptions of outdoor air pollution in China with actual pollution measures as key variables, meeting all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
27,1,"The study employs China Social Survey 2013 survey data to analyze actual and perceived outdoor air pollution in China, meeting our criteria.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
27,2,"This study employs China Social Survey data on perceived air pollution alongside actual pollution metrics, directly focusing on air pollution as the primary outcome and explanatory factor.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
27,3,"This study uses nationally representative survey data to examine perceptions of outdoor air pollution alongside actual pollution measures in China.  
output_json  
{  
  ""inclusion"": [""included""]  
}",included,o4-mini-2025-04-16
27,4,"This paper uses China Social Survey data to empirically examine perceptions of actual outdoor air pollution, meeting all criteria for inclusion.

output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
28,0,"This study uses a cross-sectional survey to assess adolescent knowledge of haze (air pollution), meeting the criteria for survey-based research on air pollution.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
28,1,"This study surveys adolescents’ knowledge of haze (a form of air pollution) using primary questionnaire data, so it meets the criteria for inclusion.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
28,2,"This study uses survey data to assess adolescents’ knowledge of haze (air pollution) and thus meets the criteria for inclusion.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
28,3,"This study uses a cross-sectional survey to assess adolescents’ knowledge of haze (air pollution), satisfying the criteria for survey-based air pollution research.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
28,4,"This cross-sectional survey assesses adolescents’ knowledge of haze (air pollution), meeting the criteria of using survey data focused on outdoor air pollution.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
29,0,"Included because it uses survey data to study residents’ protective behaviours in response to city smog (air pollution).  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
29,1,"This study surveys residents’ protective behaviours and risk perceptions in response to city smog (air pollution) in Hefei, China, meeting all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
29,2,"This study uses survey data to examine residents’ protective behaviors in response to city smog, focusing directly on air pollution impacts and perceptions.

output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
29,3,"This study uses survey data to examine residents’ protective behaviours specifically in response to city smog (air pollution) in Hefei, China, meeting all inclusion criteria.

output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
