custom_id,choice_index,message_content,classificationChatGPTClean,response.body.model
493,2,"The paper constructs an Air Pollution Perception Index (APPI) from complaint and sentiment data to measure public awareness and emotional responses to air pollution. It focuses on what people perceive and report via complaints rather than on actions taken, policy preferences, health outcomes, or priority rankings.

output_json
{
    ""categories"": [""Perceptions""]
}",Perceptions,gpt-5-mini-2025-08-07
493,3,"The paper builds an Air Pollution Perception Index from complaint data and sentiment analysis to measure public awareness and emotional intensity about air pollution. Its focus is on public perception (awareness, concern, emotional intensity) rather than on reported protective behaviors, policy preferences, health outcomes, or explicit issue ranking. Therefore it fits the ""Perceptions"" category.

output_json
{
    ""categories"": [""Perceptions""]
}",Perceptions,gpt-5-mini-2025-08-07
493,4,"The paper develops an index of public perception of air pollution using complaint records and sentiment analysis, focusing on how people perceive and emotionally react to pollution rather than on their policy preferences, health outcomes, or stated/proposed actions. Therefore it belongs to the ""Perceptions"" category.

output_json
{
    ""categories"": [""Perceptions""]
}",Perceptions,gpt-5-mini-2025-08-07
571,0,"This study collects nationwide survey data about what people think and value (tradeoffs between economic growth and haze control), their attitudes toward government actions (support for slowdown policy, view of government efforts), self-reported health impacts from haze, and reported changes in outdoor activities. Therefore it covers Perceptions (opinions/valuations), Policy (support for government action), Health (self-reported health effects), Priority (valuation of haze treatment vs economic growth), and Behaviors (reported reshaping of outdoor activities).

output_json
{
    ""categories"": [""Perceptions"", ""Policy"", ""Health"", ""Priority"", ""Behaviors""]
}","Perceptions, Policy, Health, Priority, Behaviors",gpt-5-mini-2025-08-07
571,1,"The paper is a nationwide questionnaire about opinions and tradeoffs between haze control and economic growth, respondents' views of government efforts, reported health impacts, and changes to daily/outdoor activities. Therefore it covers:
- Perceptions: captures respondents' opinions, beliefs about environmental change and government efforts.
- Policy: includes support for an economic slowdown policy and requests for greater government action.
- Health: reports self-reported health issues attributed to haze.
- Behaviors: documents that haze ""significantly reshaped"" outdoor activities (changes in behavior).
- Priority: assesses how respondents value haze treatment relative to economic growth (issue tradeoff and urgency).

output_json
{""categories"": [""Perceptions"", ""Policy"", ""Health"", ""Behaviors"", ""Priority""]}","Perceptions, Policy, Health, Behaviors, Priority",gpt-5-mini-2025-08-07
571,2,"The paper collects respondents' beliefs and awareness about haze and environmental change (Perceptions); asks respondents to trade off economic growth versus haze control and reports support for an economic slowdown and views on government efforts (Policy, Priority); documents self-reported health impacts attributed to haze (Health); and reports behavioral changes such as reshaped outdoor activities (Behaviors).

output_json
{
    ""categories"": [""Perceptions"", ""Behaviors"", ""Policy"", ""Health"", ""Priority""]
}","Perceptions, Behaviors, Policy, Health, Priority",gpt-5-mini-2025-08-07
571,3,"The paper addresses public beliefs and attitudes about haze (severity, change over time, and government efforts), reports effects on personal health, documents changes in daily/outdoor activities, and elicits tradeoffs between economic growth and haze control—so it fits all five categories below.

output_json

{
    ""categories"": [""Perceptions"", ""Behaviors"", ""Policy"", ""Health"", ""Priority""]
}","Perceptions, Behaviors, Policy, Health, Priority",gpt-5-mini-2025-08-07
571,4,"The paper elicits respondents' beliefs and judgments about haze (perceived severity, environment change, timeframe for resolution) — Perceptions. It asks respondents to trade off haze control against economic growth and reports support for an economic slowdown and opinions about government efforts — Policy. It documents that haze has ""significantly reshaped"" outdoor activities (self-reported behavior changes) — Behaviors. It reports self-reported health effects attributable to haze — Health. By asking respondents to weigh haze treatment versus economic growth and reporting concern levels, it examines the relative importance assigned to air pollution — Priority.

output_json
{
    ""categories"": [""Perceptions"", ""Policy"", ""Behaviors"", ""Health"", ""Priority""]
}","Perceptions, Policy, Behaviors, Health, Priority",gpt-5-mini-2025-08-07
591,0,"The study primarily measures residents' awareness and attitudes about smog (sources, how severe they think it is, information channels) — this fits Perceptions. It also asks how respondents would act when faced with smog-causing activities (67.9% would remain silent), which is a reported behavioral response — Behaviors. The paper reports satisfaction with government smog-control performance, i.e., attitudes toward institutional action — Policy. The measure of perceived severity/concern about smog aligns with assessing its priority to respondents — Priority. The paper does not focus on health impacts or health-related perceptions, so Health is not included.

output_json
{
    ""categories"": [""Perceptions"", ""Behaviors"", ""Policy"", ""Priority""]
}","Perceptions, Behaviors, Policy, Priority",gpt-5-mini-2025-08-07
591,1,"The study surveys rural residents' awareness and beliefs about smog (perceptions), asks about perceived severity/concern (priority), reports respondents' stated willingness to intervene (behaviors), and measures satisfaction with government smog control (policy).

output_json
{
    ""categories"": [""Perceptions"", ""Priority"", ""Behaviors"", ""Policy""]
}","Perceptions, Priority, Behaviors, Policy",gpt-5-mini-2025-08-07
591,2,"The study primarily assesses respondents' awareness and beliefs about smog (sources of information, perceived severity and causes) — this places it in Perceptions. It also reports respondents' intended/likely actions (67.9% would remain silent when confronted with smog-causing activities), which fits Behaviors. The finding that most respondents were satisfied with government smog-control performance addresses attitudes toward institutional/policy action (Policy). Finally, reporting perceived severity (concern level) maps to Priority.

output_json
{
    ""categories"": [""Perceptions"", ""Behaviors"", ""Policy"", ""Priority""]
}","Perceptions, Behaviors, Policy, Priority",gpt-5-mini-2025-08-07
591,3,"The paper primarily measures public awareness and perceptions (sources of information, perceived severity, beliefs about causes), reports a behavioral intention (67.9% would remain silent and not intervene when encountering smog-producing activities), and evaluates respondents' satisfaction with government performance on smog control (a policy-related attitude). It does not report health outcomes or explicit priority rankings against other issues.

output_json
{
    ""categories"": [""Perceptions"", ""Behaviors"", ""Policy""]
}","Perceptions, Behaviors, Policy",gpt-5-mini-2025-08-07
591,4,"The study surveys awareness and beliefs about smog (information channels, perceived severity, perceived causes) — so Perceptions. It reports respondents' intended response when faced with smog-causing activities (67.9% would remain silent) — so Behaviors. It also reports satisfaction with government smog-control performance — so Policy. The measured perceived severity/concern maps to Priority. It does not report health impacts or health-related perceptions as the study focus, so Health is not included.

output_json
{
    ""categories"": [""Perceptions"", ""Behaviors"", ""Policy"", ""Priority""]
}","Perceptions, Behaviors, Policy, Priority",gpt-5-mini-2025-08-07
564,0,,,gpt-5-mini-2025-08-07
564,1,,,gpt-5-mini-2025-08-07
564,2,"The paper analyzes Weibo posts to examine netizens' feelings, concerns, and topic intensity about haze over time and across regions — this maps to Perceptions (awareness, concern, beliefs). It explicitly investigates psychological impacts and health-related sentiments, so include Health. It also measures attention/intensity and spatial differences in concern (issue salience), so include Priority. The study does not examine reported or intended actions (Behaviors) nor evaluate preferences toward specific policies (Policy).

output_json

{
  ""categories"": [""Perceptions"", ""Health"", ""Priority""]
}","Perceptions, Health, Priority",gpt-5-mini-2025-08-07
564,3,,,gpt-5-mini-2025-08-07
564,4,"The paper analyzes Weibo posts to identify netizens' feelings, concerns, and topical attention about haze over time (topic intensity, spatial differences in attention). This primarily addresses perceptions of air pollution (what people think and feel) and the relative attention/priority people give to haze topics. It does not focus on reported behaviors, policy preferences, or measured health outcomes.

output_json
{
  ""categories"": [""Perceptions"", ""Priority""]
}","Perceptions, Priority",gpt-5-mini-2025-08-07
566,0,"The paper is a technical survey of deep-learning image restoration (deraining, desnowing, dehazing) to help first responders' vision; it does not analyze survey data on people's perceptions, behaviors, policy preferences, health impacts, or priorities regarding air pollution. Therefore it does not fit any of the listed social-science survey categories.

output_json
{
    ""categories"": [""None""]
}",None,gpt-5-mini-2025-08-07
566,1,,,gpt-5-mini-2025-08-07
566,2,"The paper is a technical literature survey of deep-learning image restoration methods (deraining, desnowing, dehazing) to improve situational awareness for first responders. It does not use survey data about public perceptions, behaviors, policy preferences, health impacts, or priority judgments concerning air pollution, so it does not fit any of the listed social-science survey categories.

output_json
{
    ""categories"": [""None""]
}",None,gpt-5-mini-2025-08-07
566,3,"The paper is a technical survey of deep learning image-restoration methods (deraining, desnowing, dehazing) to aid first responders. It does not use survey data about people's perceptions, behaviors, policy preferences, health reports, or priority rankings related to air pollution. Therefore it does not fit any of the provided social-survey categories.

output_json
{
  ""categories"": [""None""]
}",None,gpt-5-mini-2025-08-07
566,4,"The paper is a technical survey of deep learning methods for image restoration (deraining, desnowing, dehazing) to improve situational awareness for first responders. It does not use or analyze survey data about public perceptions, behaviors, policy preferences, health impacts, or priority judgments related to air pollution. Therefore it does not fall into any of the specified social-survey categories.

output_json
{
    ""categories"": [""None""]
}",None,gpt-5-mini-2025-08-07
549,0,"The study assesses physicians' knowledge and attitudes about air pollution (awareness of sources and perceived health risks), which aligns with Perceptions. It also reports self-reported practices (e.g., routinely asking patients about exposure, confidence in counseling), matching Behaviors. Because the survey explicitly connects air pollution to health risks and physicians' views on those health impacts, it also fits Health.

output_json
{
    ""categories"": [""Perceptions"", ""Behaviors"", ""Health""]
}","Perceptions, Behaviors, Health",gpt-5-mini-2025-08-07
549,1,"The study is a KAP (knowledge, attitudes, practices) survey of physicians: it assesses knowledge and beliefs about air pollution sources and risks (Perceptions), reports self-reported clinical practices such as asking patients about exposure and counseling (Behaviors), and documents physicians' beliefs about the health impacts of air pollution (Health).

output_json
{
    ""categories"": [""Perceptions"", ""Behaviors"", ""Health""]
}","Perceptions, Behaviors, Health",gpt-5-mini-2025-08-07
549,2,"The study assesses physicians' knowledge and attitudes about air pollution (awareness, beliefs about sources and risks) — fitting Perceptions; it reports physicians' reported clinical practices (routinely asking patients about exposure, confidence in counseling) — fitting Behaviors; and it explicitly links air pollution to health risks and measures physicians' views on health impacts — fitting Health.

output_json
{
  ""categories"": [""Perceptions"", ""Behaviors"", ""Health""]
}","Perceptions, Behaviors, Health",gpt-5-mini-2025-08-07
549,3,,,gpt-5-mini-2025-08-07
549,4,"The study assesses physicians' knowledge and beliefs about sources and health risks of air pollution (knowledge/attitudes), reports on clinical practices such as asking patients about exposure and counseling (behaviors), and explicitly links air pollution to health risks and clinical assessment (health). It does not focus on public policy preferences or priority ranking of air pollution.

output_json
{
    ""categories"": [""Perceptions"", ""Behaviors"", ""Health""]
}","Perceptions, Behaviors, Health",gpt-5-mini-2025-08-07
388,0,"This study is an intervention trial aimed at changing and measuring air-pollution-related preventive practices (practice, stages of change, self-efficacy, decisional balance) among pregnant women, so its primary focus is on behaviors. Because the target population is pregnant women and the intervention is intended to reduce exposure for health reasons, it also falls under the Health category.

output_json
{
    ""categories"": [""Behaviors"", ""Health""]
}","Behaviors, Health",gpt-5-mini-2025-08-07
388,1,"This study is an RCT testing a Transtheoretical Model–based educational intervention to change pregnant women’s pollution exposure practices and explicitly measures practice (preventive behaviors) as well as psychosocial constructs (stages of change, self-efficacy, decisional balance, perceived benefits). The primary focus is on actual/intended behaviors related to air pollution exposure, with additional measures capturing perceptions about those behaviors.

output_json
{
    ""categories"": [""Behaviors"", ""Perceptions""]
}","Behaviors, Perceptions",gpt-5-mini-2025-08-07
388,2,"The study is a randomized trial designed to change and measure air pollution–related preventive actions (practice regarding preventive behaviors, stages of change, self-efficacy, decisional balance), so it clearly fits the Behaviors category. Because the intervention targets pregnant women to reduce exposure for health reasons and frames behavior change in a health-protective context, it also fits the Health category.

output_json
{
  ""categories"": [""Behaviors"", ""Health""]
}","Behaviors, Health",gpt-5-mini-2025-08-07
388,3,"The study is an RCT aimed at increasing air pollution preventive behaviors in pregnant women and measures ""practice"" (self-reported behaviors). It also assesses psychosocial constructs (stages of change, self-efficacy, decisional balance/perceived benefits), which reflect perceptions and beliefs about pollution-preventive actions. It does not evaluate policy preferences or measure health outcomes directly.

output_json
{
    ""categories"": [""Behaviors"", ""Perceptions""]
}","Behaviors, Perceptions",gpt-5-mini-2025-08-07
388,4,"This study is a behavior-change randomized trial that measures and modifies pregnant women's self-reported preventive practices regarding air pollution (stages of change, self-efficacy, decisional balance, and practice). Because the intervention targets behaviors to reduce exposure and is motivated by maternal/fetal health concerns, it fits both Behaviors and Health categories. It does not primarily assess perceptions about pollution sources, policy preferences, or issue prioritization.

output_json

{""categories"": [""Behaviors"", ""Health""]}","Behaviors, Health",gpt-5-mini-2025-08-07
136,0,"The paper measures public risk perception and familiarity with PM2.5 and health effects (Perceptions, Health), analyzes willingness to respond to haze (Behaviors), and compares public acceptable risk levels with the State Council Action Plan (Policy). It does not assess the relative priority of air pollution versus other issues (not Priority).

output_json
{
    ""categories"": [""Perceptions"", ""Health"", ""Behaviors"", ""Policy""]
}","Perceptions, Health, Behaviors, Policy",gpt-5-mini-2025-08-07
136,1,"The study surveys public risk perception (health effects, familiarity, trust) — clear Perceptions; it assesses willingness to respond to haze and factors influencing that willingness — Behaviors; it compares public acceptable risk levels (PARL) with the State Council's Action Plan and discusses implications for policymakers — Policy; and it addresses health-related perceptions and reported harms from haze — Health. It does not focus on issue ranking or relative priority.

output_json
{
  ""categories"": [""Perceptions"", ""Behaviors"", ""Policy"", ""Health""]
}","Perceptions, Behaviors, Policy, Health",gpt-5-mini-2025-08-07
136,2,"The paper examines public risk perceptions (Effect, Familiarity, Trust) of PM2.5 and reported harms, so it fits Perceptions; it analyzes willingness to respond to haze (behavioral responses), so Behaviors; it compares public acceptable risk levels with the State Council's Action Plan, so Policy; and it discusses perceived and experienced health effects, so Health.

output_json
{""categories"": [""Perceptions"", ""Behaviors"", ""Policy"", ""Health""]}","Perceptions, Behaviors, Policy, Health",gpt-5-mini-2025-08-07
136,3,"The paper clearly examines public risk perceptions (perceived health effects, familiarity, trust), health-related experiences and harms, and behavioral intentions (willingness to respond to haze). It also explicitly compares public acceptable risk levels (PARL) with the State Council's Action Plan and discusses implications for policymakers, so it fits Perceptions, Health, Behaviors, and Policy.

output_json
{
  ""categories"": [""Perceptions"", ""Behaviors"", ""Policy"", ""Health""]
}","Perceptions, Behaviors, Policy, Health",gpt-5-mini-2025-08-07
136,4,"The study directly measures public risk perception (perceived health effects, familiarity, trust) and acceptable concentrations of PM2.5, reports on respondents' willingness to respond to haze (behavioral willingness), compares public acceptable risk levels with the State Council Action Plan (policy relevance), and documents experienced harms and perceptions of health effects (health). It does not focus on issue prioritization relative to other topics.

output_json
{
  ""categories"": [""Perceptions"", ""Behaviors"", ""Policy"", ""Health""]
}","Perceptions, Behaviors, Policy, Health",gpt-5-mini-2025-08-07
638,0,"The paper analyzes epidemiological survey data on the relationship between sulfur oxide air pollution and bronchial asthma prevalence in schoolchildren and critiques the statistical analysis of health outcomes; therefore it falls under Health.

output_json
{
    ""categories"": [""Health""]
}",Health,gpt-5-mini-2025-08-07
638,1,"The paper investigates the relationship between air pollution (sulfur oxides / SO2) and the prevalence of bronchial asthma among schoolchildren using survey data and epidemiological/statistical analysis. This is clearly a health-focused study of air pollution's health impact rather than perceptions, behaviors, policy, or priority.

output_json

{
    ""categories"": [""Health""]
}",Health,gpt-5-mini-2025-08-07
638,2,"This paper analyzes survey data on the prevalence of bronchial asthma among schoolchildren in relation to SO2 air pollution levels — an epidemiological assessment of health impacts — and does not examine perceptions, behaviors, policy preferences, or issue priority. Therefore it belongs in the Health category.

output_json
{
    ""categories"": [""Health""]
}",Health,gpt-5-mini-2025-08-07
638,3,"The paper analyzes survey data on the prevalence of bronchial asthma in schoolchildren and its (lack of) relationship with sulfur oxide air pollution; it is an epidemiological/health impact analysis rather than a study of perceptions, behaviors, policy attitudes, or issue priority. Therefore it fits the ""Health"" category.

output_json
{
    ""categories"": [""Health""]
}",Health,gpt-5-mini-2025-08-07
638,4,"The paper analyzes survey data on bronchial asthma prevalence among school children and its relationship to air pollution (SO2), i.e., a health-related outcome using survey/epidemiological data. It does not examine perceptions, behaviors, policy preferences, or priorities.

output_json
{
    ""categories"": [""Health""]
}",Health,gpt-5-mini-2025-08-07
132,0,"The study analyzes survey respondents' access to digital air quality information and the relationship between that access and uptake of exposure-reducing (health-protective) behaviors, including associations with caring for someone with a health condition. This places the paper squarely in Behaviors (focus on reported uptake of protective actions) and also in Health (behaviors are explicitly health-protective and linked to health-related circumstances). It does not primarily assess perceptions, policy preferences, or issue priority.

output_json
{
    ""categories"": [""Behaviors"", ""Health""]
}","Behaviors, Health",gpt-5-mini-2025-08-07
132,1,"The paper analyzes who accesses air quality information (awareness/engagement with information channels) and whether accessing digital information is associated with uptake of exposure-reducing (health-protective) behaviors. Therefore it addresses both perceptions/knowledge of air pollution information and self-reported behaviors taken in response.

output_json
{
    ""categories"": [""Perceptions"", ""Behaviors""]
}","Perceptions, Behaviors",gpt-5-mini-2025-08-07
132,2,"The paper examines who accesses digital air quality information (awareness/engagement with information) and whether that access correlates with uptake of exposure-reducing behaviors. Therefore it addresses both awareness/perceptions of air pollution information and reported behaviors taken in response.

output_json
{
    ""categories"": [""Perceptions"", ""Behaviors""]
}","Perceptions, Behaviors",gpt-5-mini-2025-08-07
132,3,"The study examines who accesses digital air quality information (awareness/engagement with information channels) and whether accessing that information is associated with uptake of exposure-reducing behaviors. Therefore it addresses both perceptions/awareness of air pollution information and reported behaviors to reduce exposure.

output_json
{
    ""categories"": [""Perceptions"", ""Behaviors""]
}","Perceptions, Behaviors",gpt-5-mini-2025-08-07
132,4,"The paper examines who accesses digital air quality information (awareness/engagement with information channels and environmental health literacy) and whether that access is associated with uptake of exposure-reducing behaviors. Therefore it covers both perceptions/knowledge of air pollution information and reported behaviors taken in response to that information.

output_json
{""categories"": [""Perceptions"", ""Behaviors""]}","Perceptions, Behaviors",gpt-5-mini-2025-08-07
609,0,"The study documents household practices linked to indoor air pollution (use of incense, mosquito coils, window-opening, lack of chimneys), asks about residents' perceived impacts/symptoms from IAP, and reports self‑reported health outcomes (respiratory symptoms and ARI in children). Therefore it fits Behaviors (reported practices), Perceptions (perceived impact/symptoms), and Health (self-reported health outcomes).

output_json
{""categories"": [""Behaviors"", ""Perceptions"", ""Health""]}","Behaviors, Perceptions, Health",gpt-5-mini-2025-08-07
609,1,"The study reports household practices related to indoor air pollution (use of incense sticks, mosquito coils, ventilation while cooking) — these are behaviors. It also records residents' perceived health effects (dizziness, eye irritation, breathing difficulty) and self-reported acute respiratory infections in children — these reflect both perceptions and health impacts measured via survey. The paper does not address policy preferences or priority-ranking of air pollution.

output_json
{
  ""categories"": [""Perceptions"", ""Behaviors"", ""Health""]
}","Perceptions, Behaviors, Health",gpt-5-mini-2025-08-07
609,2,"The study reports household practices that affect indoor air quality (use of incense sticks, mosquito coils, window opening, lack of chimneys) — fits Behaviors. It documents self-reported symptoms and acute respiratory infections linked to indoor air pollution — fits Health. The paper explicitly examines the ""perceived impact"" of IAP and lists respondents' perceived symptoms — fits Perceptions. It does not address policy preferences or issue priority.

output_json
{
    ""categories"": [""Perceptions"", ""Behaviors"", ""Health""]
}","Perceptions, Behaviors, Health",gpt-5-mini-2025-08-07
609,3,"The study collects data on household practices that generate indoor air pollution (use of incense sticks, mosquito coils, window opening, presence/absence of chimneys) — these are behaviors related to air pollution (Behaviors). It explicitly asks about and reports perceived symptoms and perceived impact of IAP (dizziness, eye irritation, etc.), which fits Perceptions. It also reports self‑reported health outcomes and respiratory infections (including under‑five ARI), so it fits Health. The paper does not evaluate policy preferences or issue priority.

output_json
{
    ""categories"": [""Behaviors"", ""Perceptions"", ""Health""]
}","Behaviors, Perceptions, Health",gpt-5-mini-2025-08-07
609,4,"The study reports on household practices linked to indoor air pollution (use of incense sticks, mosquito coils, ventilation habits), which fits Behaviors. It explicitly assesses respondents' perceived health impacts and symptoms attributed to indoor air pollution, fitting Perceptions. It also reports self‑reported respiratory outcomes (ARI among under‑fives) and analyzes links between household conditions and respiratory disease, fitting Health.

output_json
{
    ""categories"": [""Behaviors"", ""Perceptions"", ""Health""]
}","Behaviors, Perceptions, Health",gpt-5-mini-2025-08-07
187,0,"The paper develops a technical decision-support system (fuzzy ANP/DEMATEL/MULTIMOORA) to prioritize air pollution control technologies based on expert judgments in oil & gas facilities. It is an engineering/sustainability prioritization study using experts’ inputs rather than a survey of public perceptions, behaviors, policy preferences, health impacts, or issue priority. Therefore it does not fit any of the provided survey-based categories.

output_json
{
    ""categories"": [""None""]
}",None,gpt-5-mini-2025-08-07
187,1,"The paper develops a technical decision-support system using expert judgments and fuzzy MCDM methods to prioritize air pollution control technologies in oil & gas facilities. It does not analyze survey data on public perceptions, behaviors, policy preferences, health impacts, or issue priority, so it does not fit any of the listed survey-based categories.

output_json
{""categories"": [""None""]}",None,gpt-5-mini-2025-08-07
187,2,"This paper develops a decision support system to prioritize air pollution control technologies in the oil & gas industry using multi-criteria methods and expert judgments. It focuses on technical, environmental, economic, social, and sustainability criteria for technology selection rather than surveying public perceptions, reported behaviors, policy preferences, health outcomes, or priority rankings among a general population. Therefore it does not fit any of the specified survey-based categories.

output_json
{
    ""categories"": [""None""]
}",None,gpt-5-mini-2025-08-07
187,3,"The paper develops a technical decision support system using expert judgments to prioritize air pollution control technologies in oil & gas facilities; it does not analyze survey data on public perceptions, behaviors, policy preferences, health outcomes, or perceived priorities. Therefore it does not fit any of the listed survey-based categories.

output_json
{
    ""categories"": [""None""]
}",None,gpt-5-mini-2025-08-07
187,4,"The paper develops a technical decision-support system using expert judgments to prioritize air pollution control technologies in the oil & gas sector. It does not survey public perceptions, reported behaviors, policy preferences, health impacts, or issue prioritization among a general population—so it does not fit Perceptions, Behaviors, Policy, Health, or Priority categories.

output_json
{
    ""categories"": [""None""]
}",None,gpt-5-mini-2025-08-07
323,0,,,gpt-5-mini-2025-08-07
323,1,"The questionnaire measured prevalence of sick building syndrome (self-reported symptoms such as dry eyes, tiredness, dry throat) among occupants, i.e., health-related impacts associated with indoor air quality. The survey did not focus on perceptions of pollution, behaviors, policy preferences, or issue priority.

output_json
{
    ""categories"": [""Health""]
}",Health,gpt-5-mini-2025-08-07
323,2,"The paper administered a questionnaire to occupants to document prevalence of sick building syndrome symptoms (dry eyes, watery eyes, tiredness, dry throat), i.e. self-reported health impacts associated with indoor air quality; therefore it fits the Health category.

output_json
{
    ""categories"": [""Health""]
}",Health,gpt-5-mini-2025-08-07
323,3,"The study uses a questionnaire to document prevalence of sick building syndrome symptoms (dry/watery eyes, tiredness, dry throat) among occupants and links these self-reported health outcomes to measured indoor air pollutant levels. It does not focus on behaviors, policy preferences, or priority ranking, nor does it primarily investigate awareness or perceived risks of air pollution. Therefore it fits the Health category.

output_json
{
    ""categories"": [""Health""]
}",Health,gpt-5-mini-2025-08-07
323,4,"The paper uses a questionnaire survey to document the prevalence of sick building syndrome (self-reported symptoms such as dry eyes, watery eyes, tiredness, dry throat) among laboratory and workshop users and links these symptoms to indoor air pollutant measurements. This is a survey of health-related impacts/perceptions tied to air quality rather than behaviors, policy preferences, or priority rankings. Therefore it falls into the Health category.

output_json
{
    ""categories"": [""Health""]
}",Health,gpt-5-mini-2025-08-07
639,0,"The paper focuses on analyzing the effects of PM2.5 on vulnerable populations (children and elderly), uses questionnaires and other data sources to assess those effects, and proposes measures to reduce negative health impacts — all of which align with the Health category.

output_json
{
    ""categories"": [""Health""]
}",Health,gpt-5-mini-2025-08-07
639,1,"The paper focuses on analyzing PM2.5 episodes' effects on vulnerable groups (children, elderly) and proposes measures to reduce negative health impacts; although it draws on questionnaires among other sources, the primary emphasis is on health impacts analysis rather than opinions, behaviors, policy preferences, or issue prioritization. Therefore it fits the Health category.

output_json
{
  ""categories"": [""Health""]
}",Health,gpt-5-mini-2025-08-07
639,2,"The paper focuses on analyzing the health effects of PM2.5 on vulnerable groups (children, elderly) and proposes measures to reduce negative health impacts. Although it uses questionnaires as one source of knowledge, the study is centered on health-effect analysis via a knowledge-based decision support system rather than on people’s perceptions, reported behaviors, policy preferences, or issue priority.

output_json
{""categories"": [""Health""]}",Health,gpt-5-mini-2025-08-07
639,3,"The paper develops a knowledge-based decision support system to analyze PM2.5 episodes’ effects on vulnerable groups (children, elderly), draws on questionnaires and expert knowledge, and proposes measures to reduce negative health impacts. Its primary focus is on health-related impacts rather than perceptions, behaviors, policy preferences, or issue priority.

output_json
{
    ""categories"": [""Health""]
}",Health,gpt-5-mini-2025-08-07
