custom_id,choice_index,message_content,inclusionChatGPTClean,response.body.model
167,2,"This study uses face-to-face contingent valuation surveys to estimate public willingness to pay for reducing urban air pollution in China, directly meeting the criteria.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
167,3,"This study employs a primary face‐to‐face contingent valuation survey to estimate willingness to pay for reducing urban smog pollution, directly addressing air pollution perceptions and outcomes, so it should be included.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
167,4,"This study employs face-to-face contingent valuation surveys to elicit willingness to pay for reducing urban air pollution in China, thus meeting the survey data and air pollution focus criteria.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
171,0,"This study uses stated-preference and face‐to‐face survey data to examine how particulate pollution affects park visitation, so it meets all inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
171,1,"This study uses primary survey data to examine how particulate air pollution affects urban park visitation.  
output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
171,2,"This study uses stated preference and face-to-face survey data to examine how particulate pollution influences park visitation behavior in Beijing, meeting all inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
171,3,"This study uses both stated preference and face-to-face surveys to examine how particulate air pollution influences park visitation, meeting all criteria.  
output_json  
{  
  ""inclusion"": [""included""]  
}",included,o4-mini-2025-04-16
171,4,,,o4-mini-2025-04-16
174,0,,,o4-mini-2025-04-16
174,1,,,o4-mini-2025-04-16
174,2,"This paper should be included because it uses survey data on individuals’ knowledge, attitudes, and intentions regarding outdoor air quality control policies.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
174,3,,,o4-mini-2025-04-16
174,4,"This paper uses primary survey data to examine behaviors related to air quality control policies focused on air pollution, meeting all inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
190,0,"This paper should be included because it employs before-and-after survey data on travel behaviors in response to personal air pollution sensor information.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
190,1,"This paper should be included because it employs before-and-after surveys on personal travel behavior in relation to outdoor air pollution exposure.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
190,2,"This paper includes primary survey data on air pollution-related travel behaviors and meets the focus on air pollution as an explanatory variable.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
190,3,"This paper includes primary before-and-after survey data on personal travel behavior in relation to air pollution exposure, meeting the inclusion criteria.

output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
190,4,"This paper should be included because it uses before–after survey data on air pollution information to assess travel‐behaviour changes driven by personal exposure to NO₂ and VOCs.

output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
224,0,"This study uses a large survey to analyze perceptions of air quality in relation to traffic-related pollution, meeting all criteria for inclusion.  
output_json  
{  
  ""inclusion"": [""included""]  
}",included,o4-mini-2025-04-16
224,1,"This paper should be included because it uses survey data to analyze perceptions of outdoor air quality directly linked to traffic‐related pollution.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
224,2,"This study employs a large-scale survey to analyze perceptions of air quality in the context of traffic-related pollution, meeting all the inclusion criteria.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
224,3,"This study uses primary survey data to analyze perceptions of air quality related to pollution, meeting all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
224,4,"Included because it uses survey data to assess perceptions of air quality related to traffic-induced pollution in an urban environment.  
output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
226,0,"This paper should be included because it uses a questionnaire survey to study individual defensive behaviors in response to air pollution as its primary method.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
226,1,"This study uses a questionnaire survey to examine residents’ responses to air pollution in China, thus meeting all inclusion criteria.

output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
226,2,"This paper should be included because it uses questionnaire survey data to examine individual defensive behaviors in response to outdoor air pollution in China.

output_json
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
226,3,"This paper employs a questionnaire survey to analyze individual defensive behaviors against air pollution in China, directly meeting the criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
226,4,"This paper uses a questionnaire survey to examine individual defensive behaviors and perceptions related to air pollution in China, meeting all inclusion criteria.

output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
240,0,"Included because it uses quantitative surveys on public perceptions of smog (air pollution) as a primary research method.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
240,1,"This study includes quantitative survey data on public perceptions of smog (air pollution) as a primary method, so it meets all criteria and should be included.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
240,2,"This study uses quantitative survey data to examine public perceptions of smog (air pollution) among urban residents in Tangshan, China, meeting all inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
240,3,"Include: This mixed-method study employs quantitative surveys on smog perceptions, centering on air pollution as a key quality‐of‐life concern.

output_json
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
240,4,"This study uses quantitative surveys on public perceptions of smog as an aspect of air pollution, meeting all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
242,0,"The paper is a review of scientific knowledge and reports on forest impacts of air pollution without using survey data as a primary method, so it is excluded.

output_json
{""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
242,1,,,o4-mini-2025-04-16
242,2,"This paper is a state‐of‐science review on forest impacts of air pollution and does not use survey data as a primary research method.  
output_json  
{ ""inclusion"": [""excluded""] }",excluded,o4-mini-2025-04-16
242,3,,,o4-mini-2025-04-16
242,4,,,o4-mini-2025-04-16
251,0,"This paper is a commentary/reply without any survey data as a primary research method, so it does not meet the inclusion criteria.  
output_json  
{ ""inclusion"": [""excluded""] }",excluded,o4-mini-2025-04-16
251,1,"This paper is a commentary/reply without any survey data, so it does not meet the inclusion criteria.

output_json
{ ""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
251,2,,,o4-mini-2025-04-16
251,3,"Excluded because it is a commentary/reply with no primary survey data or research methods described.  
output_json
{ ""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
251,4,,,o4-mini-2025-04-16
255,0,"This study uses an online survey to examine how exposure to online news about air pollution influences public trust in regulators, thus meeting the criteria for inclusion.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
255,1,"This study uses an online survey to examine perceptions of air pollution risk and its effects, thus meeting the criteria for inclusion.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
255,2,"Include because it uses online survey data to examine perceptions related to air pollution exposure.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
255,3,"This study uses an online survey to examine perceptions and effects related to air pollution exposure.  
output_json  
{  
  ""inclusion"": [""included""]  
}",included,o4-mini-2025-04-16
255,4,,,o4-mini-2025-04-16
269,0,"This study uses survey data to examine protective behaviors against smog (air pollution) among Beijing residents, directly focusing on air pollution outcomes and thus meets the inclusion criteria.

output_json
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
269,1,"This study uses survey data to examine Beijing residents’ protective behaviors against smog (air pollution), meeting all inclusion criteria.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
269,2,"This study uses survey data to examine residents’ intentions to take protective actions against smog (air pollution), thus meeting all inclusion criteria.

output_json
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
269,3,,,o4-mini-2025-04-16
269,4,"This study uses survey data to examine residents’ protective intentions against smog (air pollution) in Beijing, directly meeting all the inclusion criteria.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
289,0,,,o4-mini-2025-04-16
289,1,"This paper should be included because it uses on-site survey data to investigate hikers’ perceptions and coping behaviors related to ambient air pollution.  
output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
289,2,,,o4-mini-2025-04-16
289,3,"This study uses on-site survey data to examine hikers’ perceptions of and behavioural responses to ambient air pollution, meeting all inclusion criteria.

output_json
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
289,4,,,o4-mini-2025-04-16
290,0,,,o4-mini-2025-04-16
290,1,"This study uses survey (and interview) data to assess lay perceptions of traffic-related air pollution health risks, meeting all inclusion criteria.

output_json
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
290,2,"This paper uses survey data to assess perceptions of traffic-related air pollution and its health effects, so it meets all inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
290,3,"This mixed-methods study uses survey data to examine perceptions of traffic-related air pollution, meeting criteria of using survey methods and focusing on air pollution.

output_json
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
290,4,"This study uses survey (and interview) data on perceptions of traffic-related air pollution, directly meeting the criteria for inclusion.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
302,0,"This paper is excluded because it does not use survey data on air pollution or air quality as a primary research method.  
output_json  
{ ""inclusion"": [""excluded""] }",excluded,o4-mini-2025-04-16
302,1,"This paper is excluded because it does not use survey data on air pollution as a primary research method.  
output_json  
{""inclusion"":[""excluded""]}",excluded,o4-mini-2025-04-16
302,2,"The paper is a historical case analysis of government action on common goods without the use of survey data on air pollution.  
output_json  
{ ""inclusion"": [""excluded""] }",excluded,o4-mini-2025-04-16
302,3,,,o4-mini-2025-04-16
302,4,"This paper should be excluded because it is a qualitative historical case analysis and does not use survey data on air pollution as a primary research method.  
output_json  
{ ""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
305,0,"This study uses a contingent valuation survey to estimate willingness to pay for haze (air pollution) mitigation, meeting the criteria of survey-based primary research on air pollution impacts.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
305,1,"This study uses a contingent valuation survey to assess willingness to pay for haze (air pollution) mitigation, meeting all criteria for inclusion.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
305,2,"This study uses a contingent valuation survey to estimate willingness to pay for haze (air pollution) mitigation in Singapore, thus meeting the criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
305,3,,,o4-mini-2025-04-16
305,4,"Short explanation: This paper uses a contingent valuation survey to estimate willingness to pay for mitigation of haze (air pollution), meeting the criteria for survey-based research on air pollution impacts.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
319,0,"This study uses survey-based experimental data to examine restaurant managers’ perceptions and mitigation intentions regarding indoor particulate matter pollution from cooking, thus meeting all inclusion criteria.

output_json
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
319,1,"This study uses experimental survey data on particulate matter emissions perceptions and mitigation intentions in restaurants, focusing on indoor air pollution, so it meets all criteria.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
319,2,"This study employs a scenario-based survey of restaurant managers to examine particulate matter emissions and mitigation behaviors, thus meeting the criteria for survey data on indoor air pollution.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
319,3,"This study uses a scenario-based survey of restaurant managers to examine particulate matter (air pollution) source attributions and mitigation intentions, meeting all criteria for inclusion.

output_json
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
319,4,,,o4-mini-2025-04-16
325,0,"This study uses a survey of residents’ protective behaviours in response to urban smog (air pollution) in Hefei, China, meeting the criteria.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
325,1,"This paper uses survey data to study residents’ protective behaviours in response to outdoor air pollution (smog), meeting all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
325,2,"This study surveys residents’ responses to city smog (air pollution) using primary survey data, directly meeting the inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
325,3,"This paper should be included because it uses survey data to investigate protective behaviors in response to urban smog, focusing on air pollution outcomes.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
325,4,"This paper should be included because it uses survey data to examine residents’ responses to city smog (air pollution) and focuses on protective behaviours against smog.  
output_json  
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
347,0,,,o4-mini-2025-04-16
347,1,"This study uses survey data to assess public perceptions of air pollution (and CO₂) atmospheric residence times, meeting all criteria.  
output_json  
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
347,2,"This paper uses survey data to examine public perceptions of air pollution’s atmospheric residence time, fulfilling the criteria for inclusion.  
output_json
{""inclusion"":[""included""]}",included,o4-mini-2025-04-16
347,3,"The paper uses primary survey data to assess public perceptions specifically about air pollution (and CO₂) and meets all criteria.  
output_json
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
347,4,"This study uses survey data to assess public perceptions of air pollution and carbon dioxide, directly focusing on air pollution aspects.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
356,0,"This study does not use survey data as a primary research method but relies on qualitative and observational methods to design an intervention, so it is excluded.

output_json
{ ""inclusion"": [""excluded""] }",excluded,o4-mini-2025-04-16
356,1,"This paper is excluded because it does not use survey data as a primary research method, relying instead on qualitative interviews and observational methods.  
output_json  
{ ""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
356,2,"This paper is excluded because it does not use survey data as a primary research method.  
output_json  
{ ""inclusion"": [""excluded""] }",excluded,o4-mini-2025-04-16
356,3,"This paper is excluded because it does not use survey data as a primary research method, focusing instead on qualitative formative research and behavioural monitoring.  
output_json  
{ ""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
356,4,,,o4-mini-2025-04-16
369,0,,,o4-mini-2025-04-16
369,1,"The paper investigates pro-environmental behavior generally rather than survey data specifically focused on air pollution outcomes or perceptions of pollution, so it is excluded.

output_json
{ ""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
369,2,,,o4-mini-2025-04-16
369,3,,,o4-mini-2025-04-16
369,4,,,o4-mini-2025-04-16
379,0,,,o4-mini-2025-04-16
379,1,,,o4-mini-2025-04-16
379,2,,,o4-mini-2025-04-16
379,3,,,o4-mini-2025-04-16
379,4,,,o4-mini-2025-04-16
443,0,,,o4-mini-2025-04-16
443,1,"This paper uses a cross-sectional survey of policymakers to assess their awareness and perceptions specifically around air pollution in Jordan, meeting all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
443,2,,,o4-mini-2025-04-16
443,3,"This study uses survey data to assess policymakers’ awareness and perceptions specifically about air pollution, meeting all inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
443,4,"This paper should be included because it employs a cross-sectional survey (questionnaire and interviews) to assess decision-makers’ knowledge and perceptions specifically about air pollution in Jordan.

output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
500,0,"This study employs cross-sectional survey data to investigate air pollution risk perceptions, meeting all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
500,1,"This study uses cross-sectional survey data on residents’ air pollution risk perceptions, meeting all criteria for inclusion.  
output_json  
{  
  ""inclusion"": [""included""]  
}",included,o4-mini-2025-04-16
500,2,"This study uses cross‐sectional survey data to assess perceptions of air pollution as a primary focus, so it meets all inclusion criteria.

output_json
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
500,3,"This study employs a cross-sectional survey to examine residents’ perceptions and risk assessments of air pollution, making it directly relevant and thus included.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
500,4,"This cross-sectional survey study uses primary questionnaire data to examine residents’ perceptions and risk attributions of outdoor air pollution, meeting all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
518,0,,,o4-mini-2025-04-16
518,1,"This study uses a parent survey on air quality perception alongside scientific pollution data, focusing on outdoor air pollution perceptions, so it meets all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
518,2,"This study uses survey data on parents’ perceptions of outdoor air pollution in Wuhan, directly focusing on air quality as influenced by pollution sources.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
518,3,"This study uses a large-scale survey of parents’ perceptions of outdoor air pollution alongside monitoring data, meeting all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
518,4,"This study uses survey data to examine parents’ perceptions of air quality in relation to pollution metrics, meeting all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
527,0,"This paper should be included because it is a survey-based study examining behaviors related to PM2.5 air pollution exposure among outdoor exercisers.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
527,1,,,o4-mini-2025-04-16
527,2,"This study uses a cross-sectional survey to assess behaviors related to PM2.5 air pollution exposure among outdoor exercisers, meeting all inclusion criteria.  
output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
527,3,"This is a cross‐sectional survey study on PM2.5 risk reduction behaviors among outdoor exercisers, meeting all criteria.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
527,4,"This paper should be included because it reports a cross‐sectional survey study examining PM2.5‐related behaviors and knowledge among outdoor exercisers.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
528,0,"This study uses survey data to examine behavioral intentions regarding PM2.5 air pollution, meeting all inclusion criteria.  
output_json  
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
528,1,"Include: This study uses survey data to investigate protective behavioral intentions specifically related to PM2.5 air pollution.

output_json
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
528,2,"This study uses an online survey to examine parental protective behavioral intentions against PM2.5, a key air pollutant, so it meets the inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
528,3,"This paper should be included because it uses survey data to examine behavioral intentions specifically related to PM2.5 air pollution among urban and rural parents.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
528,4,"This study uses survey data to examine protective behavioral intentions against ambient PM2.5 air pollution, meeting all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
531,0,"The study uses social media comment mining rather than survey data collection, so it does not meet the survey criterion and is excluded.

output_json
{  ""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
531,1,"This paper is excluded because it uses social media comment analysis rather than survey data as its primary research method.  
output_json  
{""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
