"id","airpolDirectQuestion","question","Inclusion","surveyedCountries","source","surveyTheme","year","countries","iso3","category"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"India","ISSP","environment",2020,"India","IND","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"India","ISSP","environment",2010,"India","IND","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"India","ISSP","environment",2010,"India","IND","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Iceland","ISSP","environment",2020,"Iceland","ISL","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Iceland","ISSP","environment",2020,"Iceland","ISL","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Iceland","ISSP","environment",2010,"Iceland","ISL","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Iceland","ISSP","environment",2010,"Iceland","ISL","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Italy","ISSP","environment",2020,"Italy","ITA","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Italy","ISSP","environment",2020,"Italy","ITA","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Italy","ISSP","environment",2010,"Italy","ITA","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Italy","ISSP","environment",2010,"Italy","ITA","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Japan","ISSP","environment",2020,"Japan","JPN","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Japan","ISSP","environment",2020,"Japan","JPN","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Japan","ISSP","environment",2010,"Japan","JPN","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Japan","ISSP","environment",2010,"Japan","JPN","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"South Korea","ISSP","environment",2020,"South Korea","KOR","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"South Korea","ISSP","environment",2020,"South Korea","KOR","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"South Korea","ISSP","environment",2010,"South Korea","KOR","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"South Korea","ISSP","environment",2010,"South Korea","KOR","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Lithuania","ISSP","environment",2020,"Lithuania","LTU","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Lithuania","ISSP","environment",2020,"Lithuania","LTU","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Lithuania","ISSP","environment",2010,"Lithuania","LTU","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Lithuania","ISSP","environment",2010,"Lithuania","LTU","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Norway","ISSP","environment",2020,"Norway","NOR","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Norway","ISSP","environment",2020,"Norway","NOR","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Norway","ISSP","environment",2010,"Norway","NOR","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Norway","ISSP","environment",2010,"Norway","NOR","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"New Zealand","ISSP","environment",2020,"New Zealand","NZL","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"New Zealand","ISSP","environment",2020,"New Zealand","NZL","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"New Zealand","ISSP","environment",2010,"New Zealand","NZL","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"New Zealand","ISSP","environment",2010,"New Zealand","NZL","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Philliphines","ISSP","environment",2020,"Philippines","PHL","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Philliphines","ISSP","environment",2020,"Philippines","PHL","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Philliphines","ISSP","environment",2010,"Philippines","PHL","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Philliphines","ISSP","environment",2010,"Philippines","PHL","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Russian Federation","ISSP","environment",2020,"Russian Federation","RUS","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Russian Federation","ISSP","environment",2020,"Russian Federation","RUS","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Russian Federation","ISSP","environment",2010,"Russian Federation","RUS","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Russian Federation","ISSP","environment",2010,"Russian Federation","RUS","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Sweden","ISSP","environment",2020,"Sweden","SWE","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Sweden","ISSP","environment",2020,"Sweden","SWE","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Sweden","ISSP","environment",2010,"Sweden","SWE","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Sweden","ISSP","environment",2010,"Sweden","SWE","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Slovenia","ISSP","environment",2020,"Slovenia","SVN","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Slovenia","ISSP","environment",2020,"Slovenia","SVN","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Slovenia","ISSP","environment",2010,"Slovenia","SVN","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Slovenia","ISSP","environment",2010,"Slovenia","SVN","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Slovakia","ISSP","environment",2020,"Slovakia","SVK","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Slovakia","ISSP","environment",2020,"Slovakia","SVK","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Slovakia","ISSP","environment",2010,"Slovakia","SVK","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Slovakia","ISSP","environment",2010,"Slovakia","SVK","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Thailand","ISSP","environment",2020,"Thailand","THA","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Thailand","ISSP","environment",2020,"Thailand","THA","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Thailand","ISSP","environment",2010,"Thailand","THA","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Thailand","ISSP","environment",2010,"Thailand","THA","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Taiwan","ISSP","environment",2020,"Taiwan","TWN","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Taiwan","ISSP","environment",2020,"Taiwan","TWN","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Taiwan","ISSP","environment",2010,"Taiwan","TWN","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"Taiwan","ISSP","environment",2010,"Taiwan","TWN","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"United States","ISSP","environment",2020,"United States","USA","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"United States","ISSP","environment",2020,"United States","USA","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"United States","ISSP","environment",2010,"United States","USA","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"United States","ISSP","environment",2010,"United States","USA","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"South Africa","ISSP","environment",2020,"South Africa","ZAF","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"South Africa","ISSP","environment",2020,"South Africa","ZAF","Priority"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"South Africa","ISSP","environment",2010,"South Africa","ZAF","Perceptions"
1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,"South Africa","ISSP","environment",2010,"South Africa","ZAF","Priority"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Austria","ISSP","environment",2020,"Austria","AUT","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Austria","ISSP","environment",1993,"Austria","AUT","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Austria","ISSP","environment",2000,"Austria","AUT","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Austria","ISSP","environment",2010,"Austria","AUT","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Australia","ISSP","environment",2020,"Australia","AUS","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Australia","ISSP","environment",1993,"Australia","AUS","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Australia","ISSP","environment",2000,"Australia","AUS","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Australia","ISSP","environment",2010,"Australia","AUS","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Switzerland","ISSP","environment",2020,"Switzerland","CHE","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Switzerland","ISSP","environment",1993,"Switzerland","CHE","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Switzerland","ISSP","environment",2000,"Switzerland","CHE","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Switzerland","ISSP","environment",2010,"Switzerland","CHE","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"China","ISSP","environment",2020,"China","CHN","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"China","ISSP","environment",1993,"China","CHN","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"China","ISSP","environment",2000,"China","CHN","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"China","ISSP","environment",2010,"China","CHN","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Germany","ISSP","environment",2020,"Germany","DEU","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Germany","ISSP","environment",1993,"Germany","DEU","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Germany","ISSP","environment",2000,"Germany","DEU","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Germany","ISSP","environment",2010,"Germany","DEU","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Denmark","ISSP","environment",2020,"Denmark","DNK","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Denmark","ISSP","environment",1993,"Denmark","DNK","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Denmark","ISSP","environment",2000,"Denmark","DNK","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Denmark","ISSP","environment",2010,"Denmark","DNK","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Spain","ISSP","environment",2020,"Spain","ESP","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Spain","ISSP","environment",1993,"Spain","ESP","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Spain","ISSP","environment",2000,"Spain","ESP","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Spain","ISSP","environment",2010,"Spain","ESP","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Finland","ISSP","environment",2020,"Finland","FIN","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Finland","ISSP","environment",1993,"Finland","FIN","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Finland","ISSP","environment",2000,"Finland","FIN","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Finland","ISSP","environment",2010,"Finland","FIN","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"France","ISSP","environment",2020,"France","FRA","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"France","ISSP","environment",1993,"France","FRA","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"France","ISSP","environment",2000,"France","FRA","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"France","ISSP","environment",2010,"France","FRA","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Croatia","ISSP","environment",2020,"Croatia","HRV","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Croatia","ISSP","environment",1993,"Croatia","HRV","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Croatia","ISSP","environment",2000,"Croatia","HRV","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Croatia","ISSP","environment",2010,"Croatia","HRV","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Hungary","ISSP","environment",2020,"Hungary","HUN","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Hungary","ISSP","environment",1993,"Hungary","HUN","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Hungary","ISSP","environment",2000,"Hungary","HUN","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Hungary","ISSP","environment",2010,"Hungary","HUN","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"India","ISSP","environment",2020,"India","IND","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"India","ISSP","environment",1993,"India","IND","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"India","ISSP","environment",2000,"India","IND","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"India","ISSP","environment",2010,"India","IND","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Iceland","ISSP","environment",2020,"Iceland","ISL","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Iceland","ISSP","environment",1993,"Iceland","ISL","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Iceland","ISSP","environment",2000,"Iceland","ISL","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Iceland","ISSP","environment",2010,"Iceland","ISL","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Italy","ISSP","environment",2020,"Italy","ITA","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Italy","ISSP","environment",1993,"Italy","ITA","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Italy","ISSP","environment",2000,"Italy","ITA","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Italy","ISSP","environment",2010,"Italy","ITA","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Japan","ISSP","environment",2020,"Japan","JPN","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Japan","ISSP","environment",1993,"Japan","JPN","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Japan","ISSP","environment",2000,"Japan","JPN","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Japan","ISSP","environment",2010,"Japan","JPN","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"South Korea","ISSP","environment",2020,"South Korea","KOR","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"South Korea","ISSP","environment",1993,"South Korea","KOR","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"South Korea","ISSP","environment",2000,"South Korea","KOR","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"South Korea","ISSP","environment",2010,"South Korea","KOR","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Lithuania","ISSP","environment",2020,"Lithuania","LTU","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Lithuania","ISSP","environment",1993,"Lithuania","LTU","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Lithuania","ISSP","environment",2000,"Lithuania","LTU","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Lithuania","ISSP","environment",2010,"Lithuania","LTU","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Norway","ISSP","environment",2020,"Norway","NOR","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Norway","ISSP","environment",1993,"Norway","NOR","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Norway","ISSP","environment",2000,"Norway","NOR","Perceptions"
2,"Yes","In general, do you think that air pollution caused by cars is …",1,"Norway","ISSP","environment",2010,"Norway","NOR","Perceptions"
