"ID","DOI","Title","Authors","Year","Source.Title","Volume","Issue","Abstract","Author.Keywords","Scopus.Keywords","WOS.Keywords","Source"
512,"10.3390/en14020333","Effect of Thermal, Acoustic and Air Quality Perception Interactions on the Comfort and Satisfaction of People in Office Buildings","Bourikas, L; Gauthier, S; En, NKS; Xiong, PY",2021,"ENERGIES","14","2","Current research on human comfort has identified a gap in the investigation of multi-domain perception interactions. There is a lack of understanding the interrelationships of different physio-socio-psychological factors and the manifestation of their contextual interactions into cross-modal comfort perception. In that direction, this study used data from a post occupancy evaluation survey (n = 26), two longitudinal comfort studies (n = 1079 and n = 52) and concurrent measurements of indoor environmental quality factors (one building) to assess the effect of thermal, acoustic and air quality perception interactions on comfort and satisfaction of occupants in three mixed-mode university office buildings. The study concluded that thermal sensation (TSV) is associated with both air quality (ASV) and noise perception (NSV). The crossed effect of the interaction of air quality and noise perception on thermal sensation was not evident. The key finding was the significant correlation of operative temperature (T-op) with TSV as expected, but also with noise perception and overall acoustic comfort. Regarding the crossed main effects on thermal sensation, a significant effect was found for the interactions of (1) T-op and (2) sound pressure levels (SPL30) with air quality perception respectively. Most importantly, this study has highlighted the importance of air quality perception in achieving occupants' comfort and satisfaction with office space.","human thermal perception; comfort; multi-domain interactions; indoor air quality; noise sensation; cross-modal perception","Air quality; Office buildings; Thermal comfort; Comfort perception; Indoor environmental quality; Operative temperature; Post occupancy evaluation; Psychological factors; Quality perceptions; Sound pressure level; Thermal sensations; Acoustic noise","USER SATISFACTION; ENERGY USE; ENVIRONMENT; HEALTH; PERFORMANCE; DESIGN","WOS"
357,"10.1136/bmjopen-2020-039394","Effect of particulate matter exposure on patients with COPD and risk reduction through behavioural interventions: the protocol of a prospective panel study","Park, S; Ra, SW; Kang, SY; Kim, HC; Lee, SW",2020,"BMJ OPEN","10","11","Introduction Patients with chronic obstructive pulmonary disease (COPD) are vulnerable to particulate matter (PM) exposure which can increase acute exacerbations and hospitalisation. Interventions to avoid PM exposure are important but evidence-based guidance is lacking. This study aims to assess the impact of PM on lung function, quality of life and exacerbations in patients with COPD using a panel design study; it will also provide evidence for interventional measures to reduce harm from PM exposure. Methods and analysis A prospective panel study of patients with COPD aged >= 40 years will be conducted. Patients will be required to have a forced expiratory volume in one second <80% of the predicted value at enrolment. A total of 120 patients from three different regions will be enrolled, 60 from the metropolitan area, 30 from an industrialised area and 30 from a clean rural area. Clinical outcomes will be assessed through COPD assessment test scores, the St. George's Respiratory Questionnaire for patients with COPD and pulmonary function testing. Indoor and outdoor PM in the patients' environments will be measured using gravimetric and light scattering platforms. To estimate the individual dose of PM exposure, a time-activity diary, Geographic Information System and land use regression model will be combined in every season for 1 year. The correlation between PM exposure and the health status of patients with COPD will be evaluated. In addition, 40 patients with the lowest score of life behaviour score to reduce environmental PM exposure will be randomised to a control or intervention group, who will receive in-depth education on risk-reducing behaviours. Ethics and dissemination This study was approved by the Institutional Review Board of each site. The participants received comprehensive information and provided informed consent. The result of this study will be discussed in the form of conference presentations and peer-reviewed publications.","chronic airways disease; thoracic medicine; adult thoracic medicine","Adult; Humans; Particulate Matter; Prospective Studies; Pulmonary Disease, Chronic Obstructive; Quality of Life; Risk Reduction Behavior; adult; Article; behavior modification; chronic obstructive lung disease; clinical outcome; controlled study; correlation analysis; disease exacerbation; forced expiratory volume; geographic information system; geography; gravimetry; health status; human; intervention study; land use; light scattering; lung function; major clinical study; panel study; predictive value; prospective study; quality of life; questionnaire; randomized controlled trial; risk reduction; rural area; adverse event; chronic obstructive lung disease; particulate matter; quality of life","OBSTRUCTIVE PULMONARY-DISEASE; AMBIENT AIR-POLLUTION; SHORT-TERM EXPOSURE; ACUTE EXACERBATION; HEART-DISEASE; MORTALITY; HOSPITALIZATIONS; ASSOCIATION; BURDEN; LUNG","WOS"
43,"10.1007/s11356-017-1034-7","Effectiveness of a theory-based mobile phone text message intervention for improving protective behaviors of pregnant women against air pollution: a randomized controlled trial","Jasemzadeh, M; Khafaie, MA; Jaafarzadeh, N; Araban, M",2018,"ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH","25","7","Health impact of exposure to air pollution is a public health concern. The aim of this study was to investigate an extended parallel process model (EPPM)-based mobile phone text message intervention for improving protective behaviors against air pollution among pregnant women. In this randomized controlled trial (IRCT2016102810804N8), 130 pregnant women were randomly assigned into either experimental or control groups. A valid and reliable questionnaire was used to collect data. Experimental group received mobile phone intervention on a daily basis for 2 months. Control group received usual care, only. Data were analyzed using SPSS 15 applying t test, chi-square, and Wilcoxon and Mann-Whitney U test. Although before intervention, there were no significant differences between different structures of EPPM (P > 0.05), after intervention, there were statistically significant differences between perceived severity, response efficacy, self-efficacy, and protective behaviors between two groups (P < 0.05). Implementing EPPM based-mobile phone intervention could promote protective behaviors against air pollution among pregnant women. The present study might be used as a framework for evidence-based health promotion regarding air pollution risk communication and self-care behaviors. Trial registration: IRCT2016102810804N8.","Extended parallel process model; Air pollution; Pregnancy; Protective behavior; Self-care; mHealth","Adult; Air Pollution; Female; Health Communication; Humans; Iran; Pregnancy; Text Messaging; Young Adult; atmospheric pollution; experimental study; health care; health impact; mobile phone; numerical model; pollution effect; pollution exposure; pregnancy; womens health; adult; air pollution; controlled study; female; human; Iran; medical information; pregnancy; prevention and control; procedures; randomized controlled trial; text messaging; utilization; young adult","RESPIRATORY HEALTH; SELF-EFFICACY; EXPOSURE; CHILDREN; REDUCE; RISK","WOS"
59,"10.1007/s11869-022-01239-3","Effects of covid-induced lockdown on inhabitants' perception of indoor air quality in naturally ventilated homes","Fernández-Agüera, J; Domínguez-Amarillo, S; Campano, MA; Al-Khatri, H",2023,"AIR QUALITY ATMOSPHERE AND HEALTH","16","2","The intensified indoor living during the spring 2020 lockdown, with enhanced user awareness of the prevailing conditions in their homes, constituted a natural stress test for the housing design in place today. Surveys conducted during this period have yielded lessons for designing better intervention strategies for the residential sector, taking into account the systematic morphological and economic limitations of the buildings concerned. These considerations should inform the development of policies and strategies for improving environmental quality compatible with lower residential energy consumption and higher quality of life. This study explores the effect of occupant behaviour on home ventilation and the perception of the impact of indoor air quality on user health before and during lockdown. The method deployed consisted in monitoring environmental variables and conducting user surveys before and after restrictions came into force. The findings showed that prior to lockdown, occupants were unaware of or paid little heed to changes in indoor air quality, failed to perceive stuffiness, and, as a rule, reported symptoms or discomfort only at night during the summer months. During lockdown, however, users came to attach greater importance to air quality, and a greater sensitivity to odours and a heightened awareness of CO2 concentration prompted them to ventilate their homes more frequently. In the spring of 2020, occupants also indicated a wider spectrum of indisposition, in particular in connection with sleep patterns.","Airtightness; Indoor air quality; Occupants' perception; Low-income housing; Ventilation behaviour; Health effects; COVID-19; Lockdown","air quality; COVID-19; environmental quality; housing; indoor air; residential energy; sleep; summer; ventilation","AIRBORNE TRANSMISSION; THERMAL COMFORT; CARBON-DIOXIDE; SLEEP QUALITY; AIRTIGHTNESS; PRODUCTIVITY; ENVIRONMENT; POLLUTION; IMPACTS; COOKING","WOS"
227,"10.1016/j.techsoc.2020.101473","Environmental air pollution management system: Predicting user adoption behavior of big data analytics","Shahbaz, M; Gao, CY; Zhai, LL; Shahzad, F; Khan, I",2021,"TECHNOLOGY IN SOCIETY","64","","This study has a dual purpose: to explore the novel phenomenon of a big data analytics-environmental air pollution (BDA-EAP) management system, and to propose a research model of factors influencing adoption of such a system. The research model is based on task-technology fit (TTF) and unified theory of acceptance and use of technology (UTAUT) concepts. A comprehensive BDA-EAP management system is proposed and the potential adoption speed of such a system evaluated by sending structured questionnaires to the employees of relevant environmental agencies, yielding 412 valid responses, using the structural equation modeling approach. The results of the study predict that factors of TTF including task characteristics and technology characteristics are strong influencers of TTF, and TTF is a strong predictor of the behavioral intention of users to adopt a BDA-EAP management system. The results demonstrated that the combination of TTF and UTAUT is a stronger predictor of behavioral intention than either TTF or UTAUT alone. Furthermore, resistance to change negatively moderates and extrinsic motivation positively moderates the significant positive relationship between behavioral intention and adoption of a BDA-EAP management system. Meanwhile, behavioral intention, resistance to change, and extrinsic motivation have a significant three-way interaction impact on adoption of a BDA-EAP management system such that an increase in users? extrinsic motivation will decrease the negative impact of resistance to change during the process of adoption. The study findings contribute to the literature regarding the use of BDA to manage EAP, and provide a basis for future research in this area.","Big data analytics; Environmental air pollution; BDA-EAP management system; UTAUT; Task-technology fit","Advanced Analytics; Air pollution; Behavioral research; Big data; Data Analytics; Environmental management; Human resource management; Motivation; Surveys; Environmental agency; Environmental air pollution; Extrinsic motivation; Structural equation modeling; Tasktechnology fits (TTF); Technology characteristics; The unified theory of acceptance and use of technology(UTAUT); Three-way interactions; atmospheric pollution; data set; environmental management; technology adoption; Information management","TECHNOLOGY ACCEPTANCE MODEL; DECISION-SUPPORT-SYSTEM; EXTRINSIC MOTIVATION; INFORMATION-TECHNOLOGY; EMPLOYEES RESISTANCE; DEVELOPING-COUNTRY; DIGITAL LIBRARIES; PERCEIVED EASE; VARIABLES; UTAUT","WOS"
140,"10.1016/j.envres.2019.108864","Environmental data treatment to support exposure studies: The statistical behavior for NO2, O3, PM10 and PM2.5 air concentrations in Europe","Bartzis, JG; Kalimeri, KK; Sakellaris, IA",2020,"ENVIRONMENTAL RESEARCH","181","","In determining and assessing external exposure, there is a need for extensive environmental data sets of sufficient time and space resolution. It is unlikely that a complete set of those data exist for a specific study. Therefore, there will be a need to fill the necessary data gaps. As a first step towards this direction, the statistical behavior of the parameters involved can be estimated so that such parameters can be statistically reconstructed in finer scales. In this study the methodology has been applied to the air concentrations of the priority pollutants NO2, O-3, PM10 (particulate matter with an aerodynamic diameter of < 10 mu m) and PM2.5 (particulate matter with an aerodynamic diameter of < 2.5 mu m). More specifically, the hourly and the daily concentrations at a given site of those pollutants can be statistically reconstructed assuming known (a) the concentration annual average (m), (b) the pdf of the ratio of the standard deviation over the annual average (sigma/m) for the hourly/daily concentrations and (c) the pdf for hourly/daily concentrations themselves. In the case that PM2.5 annual value is missing, it is estimated statistically from the PM10 annual value and the PM2.5/PM10 ratio statistics. As a first test, the proposed methodology is applied for the year 2012 arriving to concrete proposals concerning the statistical behavior of the above-mentioned parameters.","Air concentrations; External exposure; Nitrogen dioxide; Ozone; Particulate matter","","IMPUTATION; EXPOSOME","WOS"
442,"10.18502/japh.v6i2.7956","Evaluating physicians' knowledge, attitude and practice of their ethical responsibilities towards the environmental problem and air pollution","Tehrani S.S.; Larijani B.; Parsapoor A.; Rashidpouraie R.; Madani M.",2021,"","6.0","2","Introduction: Today, 25% of diseases in the world are directly or indirectly caused by environmental problems. The present study attempts to clarify physicians’ moral responsibility in this regard and the roles they can play to decrease environmental problems. It also evaluates their attitudes towards and performance of these roles. The clarification of this issue paves the way for interventions through effective education or policy-making, as well as directing useful research. Materials and methods: A questionnaire was developed based on the results of qualitive study. The questionnaire assessed physicians’ awareness, attitude, and performance with regard to their environmental moral responsibilities. Results: Physicians with longer work experience had better performance. Those who worked in offices or at universities had also better performances compared to those working in hospitals. Physicians with more awareness had better performance, especially those who had acquired this awareness through books and educational workshops. The source of information was an effective factor on the gap between physicians’ attitude and performance scores those who had acquired information from books had the narrowest gap and those who had received information from social networks had the widest gap between attitude and performance scores. Conclusion: The health system and the environment and its problems are intertwined and greatly influence each other. Thus this interrelation and the necessity of being concerned and having moral sensitivity were explained. © 2021 Tehran University of Medical Sciences. Published by Tehran University of Medical Sciences.","Air pollution; Environmental moral responsibilities; Environmental problems; Physician attitude; Physician practice","","","Scopus"
573,"10.3390/su11184835","Experts' perceptions on the particulate matter reduction effects of green open space","Kim S.; Han S.; Lee S.-W.; An K.",2019,"","11.0","18","With recent declines in air quality, the significance of urban green spaces and their ecological functions have rapidly increased, especially with regard to the reduction of particulate matter. Various investigations regarding particle reduction in urban green spaces have been conducted; however, specific guidelines to establish empirical data for green spaces and to inform related policies are still lacking. Thus, this study aims to categorize experts' perceptions of green spaces through Q-methodology and to identify ways to form a consensus, establish policies in the design and construction process, ultimately aiming to enhance particle reduction effects in urban green spaces. As a result, experts' perceptions were classified into three categories: 'active support,' 'skeptical,' and 'passive support' groups. Experts' opinions on the particle reduction effects of urban green areas are overarchingly agreed upon; however, the priorities involved and methods used in augmenting green space integration require further analysis and mediation. Additionally, further empirical evidence should be accumulated on the particulate matter reduction effects of urban green areas, including the quantification of particle concentration reduction in urban green spaces and considerations for policy establishment in design and construction. © 2019 by the authors.","Air pollution; Air pollution policy; Particulate matter; Q-method; Urban forest","air quality; atmospheric pollution; greenspace; numerical method; open space; particulate matter; perception; pollution policy; urban forestry; urban policy","","Scopus"
53,"10.1007/s11625-021-01038-2","How do we effectively communicate air pollution to change public attitudes and behaviours? A review","Riley, R; de Preux, L; Capella, P; Mejia, C; Kajikawa, Y; de Nazelle, A",2021,"SUSTAINABILITY SCIENCE","16","6","Solutions that engage the public are needed to tackle air pollution. Technological approaches are insufficient to bring urban air quality to recommended target levels, and miss out on opportunities to promote health more holistically through behavioural solutions, such as active travel. Behaviour change is not straightforward, however, and is more likely to be achieved when communication campaigns are based on established theory and evidence-based practices. We systematically reviewed the academic literature on air pollution communication campaigns aimed at influencing air pollution-related behaviour. Based on these findings, we developed an evidence-based framework for stimulating behaviour change through engagement. Across the 37 studies selected for analyses, we identified 28 different behaviours assessed using a variety of designs including natural and research-manipulated experiments, cross-sectional and longitudinal surveys and focus groups. While avoidance behaviour (e.g. reducing outdoor activity) followed by contributing behaviours (e.g. reducing idling) were by far the most commonly studied, supporting behaviour (e.g. civil engagement) shows promising results, with the added benefit that supporting local and national policies may eventually lead to the removal of social and physical barriers that prevent wider behavioural changes. Providing a range of actionable information will reduce disengagement due to feelings of powerlessness. Targeted localized information will appear more immediate and engaging, and positive framing will prevent cognitive dissonance whereby people rationalize their behaviour to avoid living with feelings of unease. Communicating the co-benefits of action may persuade individuals with different drivers but as an effective solution, it remains to be explored. Generally, finding ways to connect with people's emotions, including activating social norms and identities and creating a sense of collective responsibility, provide promising yet under-explored directions. Smartphones provide unique opportunities that enable flexible and targeted engagement, but care must be taken to avoid transferring responsibility for action from national and local authorities onto individuals. Multidisciplinary teams involving artists, members of the public, community and pressure groups, policy makers, researchers, and businesses, are needed to co-create the stories and tools that can lead to effective action to tackle air pollution through behavioural solutions.","Air quality; Communication; Engagement; Campaign; Information role","","HEALTH BELIEF MODEL; METROPOLITAN-AREA; QUALITY WARNINGS; SOCIAL NORMS; INFORMATION; ALERTS; IMPACT; CONSERVATION; SCIENCE; OZONE","WOS"
72,"10.1016/0160-4120(82)90004-6","Indoor air pollution and public policy","Sexton K.; Repetto R.",1982,"","8.0","1-6","In recent years, scientist have come to realize that contaminated air inside buildings is a major route of human exposure to certain air pollutants. While scientific interest in the problem continues to grow, efforts to measure indoor pollution concentrations, define exposure levels, and estimate health risks remain in their infancy. Within this arena, policymakers must deal with the question of how best to protect public health and safety in the face of incomplete and often contradictory information. In the past, official response to environmental pollution has traditionally taken the form of ""control by regulation."" However, creation of a regulatory framework for indoor air quality poses special policy issues that suggest the need to explore alternative modes of intervention. Ambient outdoor air is a public good, in the sense that enjoyment by one individual in no way detracts from use or enjoyment by others. Indoor air, on the other hand, is not a public good, especially in private residences. Costs and benefits of maintaining adequate indoor air quality are internalized within households, suggesting the possibility of a private demand for clean indoor air. Promulgation of indoor air quality standards and other regulations must confront the fact that individuals are already making decisions about their own air quality. Regulations might or might not improve these decisions. Development of effective and reasonable policy requires an appreciation of the scope for private action and consideration of the likelihood that public intervention will foster improved private choices. Among the logical and relatively inexpensive modes of intervention are public information programs, development of simple warning devices, and product testing and labeling. © 1982.","","BUILDINGS; ENVIRONMENTAL ENGINEERING - Public Policy; ENVIRONMENTAL PROTECTION; air quality control; housing; human; indoor air pollution; prevention; public opinion; therapy; REGULATIONS; AIR POLLUTION","","Scopus"
629,"10.5846/STXB202104060883","Influence of haze in urban greenspace on behavioral decision-making and physical and mental health of the elderly; [城市绿地雾霾对老年人行为决策与身心健康的影响]","Yang B.; Chen Y.",2022,"","42.0","9","As important green infrastructure, greenspaces in high-density central urban districts serve as an important outdoor space for the surrounding residents, especially the elderly. Meanwhile, the ambient air pollution via particulate matter in such areas is closely related to the physical and mental health of the elderly visitors who suffer long-term exposure. This study is initiated to build a technological path between haze exposure and the elderly based on the positive and negative relationship between greenspace exposure and haze exposure under the background of the national strategy of healthy aging. In addition, the structured questionnaire interviews and the measured evidence-based experiments were conducted to collect data including physical environment data, crowd activity data, haze cognition data and basic population information. Combined with various statistical analyses including correlation analysis and mediating factor analysis, the impacts of haze in urban greenspaces on the decisions of the elderly to go out to visit such spaces as well as their physical and mental health were explored. A total of 138 crowd activity data and climate data were recorded, and 200 valid questionnaires were obtained. The results showed that the physical exercise and the social contact were two main reasons for the elderly to the greenspaces, and the typical activities of the elderly varied with the difference of physical environment using correlation and mediating effect analysis. Moreover, the air quality of six research sites reached or even be above moderate pollution (PM2.5 ≥115μg/ m3) during more than 70% of the survey period, suggesting that the air quality was worrying and exposed elderly visitors to serious health risks. According to questionnaire, the cognitive limitations on the potential hazards of haze were commonly existed in the elderly due to insufficient understanding of haze, vague perception and psychological neglect. In addition, the multiple and complex internal driving forces led to the decision-making of the elderly people to go to the greenspaces more perceptual than rational. Overall, there is no prominent correlation between PM2.5 concentration and crowd activities, showing that haze has little impact on the travel decision of the elderly since their insensitivity to haze pollution. There exists a gap between the cognitive decision of the elderly and the actual potential health hazards of haze. The results highlight the urgency of measures to promote healthy aging, and the importance of actively promoting the optimization of elderly-oriented landscape, which has certain reference value for the current human settlement environment construction. © 2022 Science Press. All rights reserved.","greenspace; haze; health; mediating effect; PM<sub>2.5</sub>; the elderly","air quality; atmospheric pollution; concentration (composition); decision making; elderly population; greenspace; haze; health impact; health risk; particulate matter; perception; pollution exposure; questionnaire survey; urban area","","Scopus"
352,"10.1117/12.2625583","Intelligent classification algorithm for air pollution-related microblog texts with public perception","Li, Z; Li, M; Sun, Y; Han, YX",2021,"INTERNATIONAL CONFERENCE ON ENVIRONMENTAL REMOTE SENSING AND BIG DATA (ERSBD 2021)","12129","","In order to achieve intelligent classification of air pollution-related microblog texts with semantically mixed public perception, with the help of the Word2Vec model developed by Google, this paper uses a large number of microblog texts as the training set for word vectors training, the trained word vectors are embedded in convolutional neural network (referred to as CNN) model. Based on the established classification criteria of gaseous pollution, dust pollution, smoke pollution and haze pollution, the 1000 air pollution-related microblogs were screened out to design and implement an automatic and intelligent classification algorithm. The experimental results show that the overall accuracy rate is 94.75% and the overall recall rate is 94.50%, which can meet the accurate classification of air pollution-related microblog texts, and provide accurate corpus data for later analysis of the semantic features of air pollution topics and the public's perceived emotional intensity.","microblog texts; air pollution; text classification; convolutional neural network; public perception","","","WOS"
602,"10.4028/www.scientific.net/AMR.518-523.928","Investigation and Assessment on Perceive Air Quality of Dormitory Building","Xu, YM; Sun, KC",2012,"ADVANCES IN ENVIRONMENTAL SCIENCE AND ENGINEERING, PTS 1-6","518-523","","Sleep quality and mental health are directed influence to dormitory air quality. Sleep mode Work schedules is established by questionnaires, after the interconnection of PAQ, QPD and ACC is analysised, air quality of dormitory building is assessmented. The results show that dormitory air quality is influenced by windowing and living habit of undergraduate and the proportion of the dissatisfaction of air quality below 20%.","Air Quality; PAQ; QPD","","","WOS"
674,"","Land use as an air quality control measure - Review of current practice and examination of policy options","Ang-Olson, J; Fischer, M; Dulla, R",2000,"ENERGY, AIR QUALITY, AND FUELS 2000: ENERGY AND ENVIRONMENT","","1738","The inclusion of sustainable land use policies and programs for emissions credit in the air quality planning process is examined. Reviewed first is the role of land use in procedures for development of the state implementation plan (SIP) and the transportation conformity determination. Twenty-seven metropolitan areas were surveyed to identify how land use currently is incorporated into air quality plans. The survey found nine metropolitan areas that include a control measure involving land use in an air quality plan, though only two of these actually quantify an emission reduction from the measure. Then three general policy options are examined that could allow for better accounting of the air quality benefits of sustainable land use. One option is to enhance transportation and land use forecasting procedures so that they better capture land use and design features. A second option is to adopt land use policies as an explicit SIP control measure. A third option Is to show an emissions reduction from land use as part of a transportation plan conformity determination. Existing rules are reviewed concerning each of these options, and how they would apply to land use measures is discussed.","","","","WOS"
474,"10.3141/1738-04","Land use as an air quality control measure Review of current practice and examination of policy options","Ang-Olson J.; Fischer M.; Dulla R.",2000,"","","1738","The inclusion of sustainable land use policies and programs for emissions credit in the air quality planning process is examined. Reviewed first is the role of land use in procedures for development of the state implementation plan (SIP) and the transportation conformity determination. Twenty-seven metropolitan areas were surveyed to identify how land use currently is incorporated into air quality plans. The survey found nine metropolitan areas that include a control measure involving land use in an air quality plan, though only two of these actually quantify an emission reduction from the measure. Then three general policy options are examined that could allow for better accounting of the air quality benefits of sustainable land use. One option is to enhance transportation and land use forecasting procedures so that they better capture land use and design features. A second option is to adopt land use policies as an explicit SIP control measure. A third option is show an emissions reduction from land use as part of a transportation plan conformity determination. Existing rules are reviewed concerning each of these options, and how they would apply to land use measures is discussed.","","Air quality; Land use; Motor transportation; Planning; Public policy; Air quality planning; Emission reduction; State implementation plan; Vehicle miles traveled; Air pollution control","","Scopus"
448,"10.21668/HEALTH.RISK/2022.2.03","METHODICAL APPROACHES TO ASSESSING SUBJECTIVE HEALTH RISK PERCEPTION BY POPULATION UNDER EXPOSURE TO AMBIENT AIR POLLUTION; [МЕТОДИЧЕСКИЕ ПОДХОДЫ К ОЦЕНКЕ СУБЪЕКТИВНОГО ВОСПРИЯТИЯ РИСКА НАСЕЛЕНИЕМ ПРИ ВОЗДЕЙСТВИИ ЗАГРЯЗНЕНИЯ АТМОСФЕРНОГО ВОЗДУХА НА ЗДОРОВЬЕ]","Barg А.О.; Lebedeva-Nesevrya N.А.; Kornilitsyna М.D.",2022,"","2022.0","2","There is a growing demand by the civil society for relevant information on the environment quality and related health risks. The state should be able to satisfy this demand and this makes the present research truly vital. It concentrates on correlating expert and non-expert opinions expressed when perceiving risk quantification. Our goal was to answer two following questions: 1) How does an average unprofessional person quantify a probability and severity when he or she hears certain verbal expressions that denominate them? 2) How can we possibly identify the assessment of health risks associated with environmental pollution factors given by the population in general or specific social groups? To find answers to these questions, we applied quantitative methods for data collection and analysis. The first stage involved collecting data on subjective correlation of a verbal probability scale with its numeric expression among people living in industrial cities. The second stage focused on testing the methodology for studying assessments of health risks associated with ambient air pollution given by the population/social groups. This methodology relied on the results obtained at the previous stage. We established that only 70 % of people actually correlated words with figures. We determined that experts tended to rate probabilities approximately by 10 % higher than “average people” did when it came down to such words as “Virtually certain” and “Very likely”. Such words as “Likely”, “Similarly likely” and “Unlikely” were also rated differently but with a smaller gap between the opinions. The study also provides a method for determining the public assessment of health risks associated with ambient air pollution. The research results give an opportunity to solve a practical task related to informing the population about health risks and to overcome a so-called language barrier between experts and ordinary people. For example, messages aimed for decision-makers can be adapted considering all the identified perception peculiarities. © Barg А.О., Lebedeva-Nesevrya N.А., Kornilitsyna М.D., 2022","Health risk; Informing; Probability assessment; Probability of risk realization; Risk assessment; Risk perception; Risk rate; Subjective risk assessment","","","Scopus"
506,"10.3390/atmos9070270","Online Questionnaire as a Tool to Assess Symptoms and Perceived Indoor Air Quality in a School Environment","Järvi, K; Vornanen-Winqvist, C; Mikkola, R; Kurnitski, J; Salonen, H",2018,"ATMOSPHERE","9","7","School environments are a complex entirety where various different exposure factors are related that contribute to the indoor air quality (IAQ) and may affect occupants' health and well-being. Indoor air questionnaires are useful for collecting information about the occupants' experiences and perceptions of the indoor air and for evaluating the results of the measures taken. A common way to implement health questionnaires is to ask the respondents to describe symptoms at certain time points, such as weeks or months. The aim of our study was to develop a short and easy online questionnaire to assess symptoms and perceived IAQ. We also aimed to test the usability of the questionnaire in school buildings and assess the differences between the online measurement data (CO2, T, and RH) and the IAQ complaints and symptoms reported by the pupils. A total of 105 teachers and 1268 pupils in 36 classrooms at six schools answered the questionnaires over a two-week period. The participants completed the questionnaire always after the lesson in the studied classroom. We received 719 answers from the teachers and 6322 answers from the pupils. The results demonstrated that the teachers reported more IAQ problems and symptoms than the pupils did. Differences between classrooms were observed in both the IAQ problem and reference schools. The most common significant differences (p-value > 0.05) between the classrooms were among humidity, too cold air, and stuffy air, and among symptoms, dry/sore throat, tiredness, headache, and skin symptoms. Maximum values of CO2 measurements and the highest prevalence of stuffy air were relatively consistent. The testing process demonstrated that such a questionnaire was suitable for adults and children aged at least 12 years. The results of our study suggest that a quick and easy online questionnaire that is completed within a short period may be useful for gathering valuable knowledge about perceived IAQ. It could be used in combination with other indoor environment investigations to produce detailed results and restorative measures.","indoor air; health questionnaire; symptoms; pupils; teachers","Air quality; Carbon dioxide; Health; Indoor air pollution; Teaching; Indoor air; Indoor air quality; Indoor environment; On-line measurement data; Online questionnaire; Pupils; Symptoms; Teachers; air quality; health survey; indoor air; questionnaire survey; student; symptom; Surveys","RESPIRATORY SYMPTOMS; ELEMENTARY-SCHOOLS; HEALTH SYMPTOMS; VENTILATION RATES; MOISTURE DAMAGE; CHILDREN; ASTHMA; DAMPNESS; ASSOCIATIONS; PERFORMANCE","WOS"
74,"10.1016/S0015-1882(06)70972-7","Opinion: Air pollution - the next generation","Mcilvaine, B",2006,"FILTRATION & SEPARATION","43","8","Pollution and filtration analyst Bob Mcilvaine casts his eye over the air pollution industry, and speculates as to what will influence the market over the coming years. © 2006 Elsevier Ltd. All rights reserved.","","Air pollution; Filtration; Marketing; Filtration; Marketing; Pollution industry; Air pollution","","WOS"
99,"10.1016/j.buildenv.2024.111645","Perceived air quality (PAQ) assessment methods in office buildings: A systematic review towards an indoor smellscape approach","Torriani, G; Torresin, S; Lara-Ibeas, I; Albatici, R; Babich, F",2024,"BUILDING AND ENVIRONMENT","258","","Indoor air quality (IAQ) has significant impacts on office occupants' productivity, well-being and health. Addressing IAQ not only means ensuring that contaminants are below harmful concentration but also that people exposed are satisfied. However, current standards often lack clear metrics and thresholds dedicated to Perceived Air Quality (PAQ). Therefore, it is important to examine whether there is a prevalent method in the literature that could lead towards standardization. This review study constitutes the first comprehensive critical exploration of the subject. Adopting the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta- Analyses) guidelines, the objective is to synthesize and compare diverse methods (subjective vs instrumental evaluations; object of judgment; component of perception; rating scales) for assessing PAQ in office buildings, based on insights from 93 field and laboratory studies. Results show that the assessment of PAQ predominantly relies on questionnaires (90 %), with a very smaller percentage using alternative methods such as olfactory indices, diaries, interviews, sensory testing, and text mining techniques. Workers' satisfaction is the most commonly evaluated aspect in PAQ questionnaires, often measured on a 7-point Likert scale. Odours are typically characterized in terms of intensity by utilizing a continuous 6-point unidirectional scale. Olfactory stimuli are usually considered with a negative connotation, being the absence of odour the target of IAQ design. The present study proposes a future research agenda that introduces the importance of a perceptual approach to evaluate the indoor olfactory environments (or smellscapes), aiming to create working spaces that are not only odour-neutral but also olfactorily pleasant.","Indoor environmental quality; Odour; Office buildings; Perceived air quality; Smellscape","Air quality; Indoor air pollution; Odors; 'current; Air quality assessment; Diverse methods; Indoor air quality; Indoor environmental quality; Meta-analysis; Perceived air quality; Smellscape; Systematic Review; Well being; air quality; building; environmental assessment; environmental quality; indoor air; literature review; odor; Office buildings","LEED-CERTIFIED BUILDINGS; ENVIRONMENTAL-QUALITY; OCCUPANT SATISFACTION; SBS SYMPTOMS; DISPLACEMENT VENTILATION; GENDER-DIFFERENCES; USER SATISFACTION; WORK PERFORMANCE; COMFORT; IMPACT","WOS"
